time,demo_network.H_1.obuf.Throughput-obuf
0.000040001,16.3936
0.000080001,15.1712
0.000120001,14.7616
0.000160001,15.1712
0.000200001,14.76
0.000240001,15.1712
0.000280001,14.7616
0.000320001,15.5808
0.000360001,16.808
0.000400001,17.2192
0.000440001,14.7616
0.000480001,15.5808
0.000520001,17.2176
0.000560001,16.4
0.000600001,15.1712
0.000640001,15.5808
0.000680001,17.2192
0.000720001,16.3984
0.000760001,15.1712
0.000800001,15.5808
0.000840001,17.6272
0.000880001,15.9904
0.000920001,15.1712
0.000960001,15.9904
0.001000001,18.448
0.001040001,14.76
0.001080001,15.1712
0.001120001,16.8096
0.001160001,17.6288
0.001200001,14.76
0.001240001,15.5808
0.001280001,17.2192
0.001320001,16.8096
0.001360001,15.1712
0.001400001,16.3984
0.001440001,18.0384
0.001480001,14.7616
0.001520001,15.1712
0.001560001,15.9888
0.001600001,17.6288
0.001640001,14.7616
0.001680001,15.5808
0.001720001,16.808
0.001760001,16.4
0.001800001,14.7616
0.001840001,16.4
0.001880001,17.2176
0.001920001,15.1712
0.001960001,15.1712
0.002000001,17.2192
0.002040001,15.9888
0.002080001,15.1712
0.002120001,15.9904
0.002160001,17.2192
0.002200001,15.1712
0.002240001,15.1696
0.002280001,17.2192
0.002320001,15.9904
0.002360001,15.1712
0.002400001,15.9888
0.002440001,17.2192
0.002480001,15.1712
0.002520001,15.5808
0.002560001,17.2176
0.002600001,15.5808
0.002640001,15.1712
0.002680001,16.4
0.002720001,17.2192
0.002760001,14.76
0.002800001,15.5808
0.002840001,17.2192
0.002880001,15.9904
0.002920001,14.76
0.002960001,16.4
0.003000001,17.2192
0.003040001,14.7616
0.003080001,15.5792
0.003120001,17.6288
0.003160001,15.5808
0.003200001,15.1712
0.003240001,16.3984
0.003280001,16.8096
0.003320001,15.1712
0.003360001,15.5808
0.003400001,17.2192
0.003440001,15.5792
0.003480001,15.1712
0.003520001,16.4
0.003560001,16.8096
0.003600001,15.1696
0.003640001,15.5808
0.003680001,17.6288
0.003720001,15.1712
0.003760001,15.1696
0.003800001,16.4
0.003840001,17.2192
0.003880001,14.7616
0.003920001,15.5808
0.003960001,17.6272
0.004000001,15.1712
0.004040001,15.1712
0.004080001,16.8096
0.004120001,16.808
0.004160001,14.7616
0.004200001,15.9904
0.004240001,17.6288
0.004280001,15.1696
0.004320001,15.1712
0.004360001,16.4
0.004400001,16.8096
0.004440001,15.1696
0.004480001,15.5808
0.004520001,17.6288
0.004560001,15.1712
0.004600001,15.1696
0.004640001,16.8096
0.004680001,16.4
0.004720001,15.1712
0.004760001,15.5808
0.004800001,18.0368
0.004840001,14.7616
0.004880001,15.1712
0.004920001,16.8096
0.004960001,16.808
0.005000001,14.7616
0.005040001,15.9904
0.005080001,17.6288
0.005120001,14.76
0.005160001,15.5808
0.005200001,16.8096
0.005240001,16.4
0.005280001,14.7616
0.005320001,15.9888
0.005360001,17.6288
0.005400001,15.1712
0.005440001,15.1712
0.005480001,16.808
0.005520001,16.4
0.005560001,15.1712
0.005600001,15.9904
0.005640001,17.2176
0.005680001,15.1712
0.005720001,15.1712
0.005760001,17.2192
0.005800001,15.9904
0.005840001,15.1696
0.005880001,15.9904
0.005920001,17.6288
0.005960001,14.7616
0.006000001,15.5792
0.006040001,16.8096
0.006080001,15.9904
0.006120001,15.1712
0.006160001,15.9888
0.006200001,17.6288
0.006240001,14.7616
0.006280001,15.5808
0.006320001,17.2176
0.006360001,15.9904
0.006400001,14.7616
0.006440001,16.4
0.006480001,17.2192
0.006520001,14.76
0.006560001,15.5808
0.006600001,17.2192
0.006640001,15.9904
0.006680001,15.1696
0.006720001,15.9904
0.006760001,17.2192
0.006800001,15.1712
0.006840001,15.1696
0.006880001,17.6288
0.006920001,15.5808
0.006960001,15.1712
0.007000001,16.3984
0.007040001,16.8096
0.007080001,15.1712
0.007120001,15.5808
0.007160001,17.2176
0.007200001,15.5808
0.007240001,15.1712
0.007280001,16.4
0.007320001,17.2192
0.007360001,14.76
0.007400001,15.5808
0.007440001,17.6288
0.007480001,15.5808
0.007520001,14.76
0.007560001,16.4
0.007600001,17.2192
0.007640001,14.7616
0.007680001,15.9888
0.007720001,17.2192
0.007760001,15.5808
0.007800001,15.1712
0.007840001,16.3984
0.007880001,16.8096
0.007920001,15.1712
0.007960001,15.5808
0.008000001,17.6288
0.008040001,15.1696
0.008080001,15.1712
0.008120001,16.4
0.008160001,16.8096
0.008200001,15.1696
0.008240001,15.5808
0.008280001,17.6288
0.008320001,15.1712
0.008360001,15.1712
0.008400001,16.808
0.008440001,16.8096
0.008480001,14.7616
0.008520001,15.9904
0.008560001,17.6272
0.008600001,14.7616
0.008640001,15.1712
0.008680001,16.8096
0.008720001,16.808
0.008760001,14.7616
0.008800001,15.9904
0.008840001,17.6288
0.008880001,15.1696
0.008920001,15.1712
0.008960001,16.8096
0.009000001,16.4
0.009040001,15.1712
0.009080001,15.5792
0.009120001,17.6288
0.009160001,15.1712
0.009200001,15.1712
0.009240001,16.808
0.009280001,16.4
0.009320001,15.1712
0.009360001,15.9904
0.009400001,17.6272
0.009440001,14.7616
0.009480001,15.1712
0.009520001,17.2192
0.009560001,15.9888
0.009600001,15.1712
0.009640001,15.9904
0.009680001,17.6288
0.009720001,14.7616
0.009760001,15.5792
0.009800001,16.8096
0.009840001,16.4
0.009880001,14.7616
0.009920001,15.9888
0.009960001,17.6288
0.010000001,15.1712
0.010040001,15.1712
0.010080001,16.808
0.010120001,18.8576
0.010160001,20.496
0.010200001,22.544
0.010240001,24.1808
0.010280001,25.8208
0.010320001,27.8688
0.010360001,29.9168
0.010400001,29.096
0.010440001,26.2304
0.010480001,27.0496
0.010520001,28.688
0.010560001,30.736
0.010600001,27.8672
0.010640001,27.0496
0.010680001,28.2784
0.010720001,30.3264
0.010760001,29.9152
0.010800001,27.4592
0.010840001,29.5072
0.010880001,30.736
0.010920001,26.6384
0.010960001,27.0496
0.011000001,29.0976
0.011040001,30.736
0.011080001,31.144
0.011120001,27.0496
0.011160001,26.64
0.011200001,28.2784
0.011240001,29.0976
0.011280001,24.5904
0.011320001,25.0016
0.011360001,25.8208
0.011400001,27.4592
0.011440001,22.952
0.011480001,23.7728
0.011520001,25.8208
0.011560001,22.1344
0.011600001,22.544
0.011640001,24.1808
0.011680001,25.0016
0.011720001,20.496
0.011760001,21.7248
0.011800001,22.952
0.011840001,22.1344
0.011880001,19.6768
0.011920001,19.6768
0.011960001,20.904
0.012000001,21.7248
0.012040001,18.0384
0.012080001,18.8576
0.012120001,20.4944
0.012160001,19.2672
0.012200001,17.6288
0.012240001,18.0384
0.012280001,19.2656
0.012320001,17.2192
0.012360001,16.4
0.012400001,17.2192
0.012440001,18.448
0.012480001,16.808
0.012520001,15.9904
0.012560001,15.9904
0.012600001,18.0384
0.012640001,17.6272
0.012680001,15.1712
0.012720001,15.9904
0.012760001,17.2192
0.012800001,18.0368
0.012840001,15.5808
0.012880001,15.1712
0.012920001,17.2192
0.012960001,16.8096
0.013000001,15.1696
0.013040001,15.1712
0.013080001,17.2192
0.013120001,16.8096
0.013160001,15.1696
0.013200001,15.5808
0.013240001,17.2192
0.013280001,16.4
0.013320001,15.1696
0.013360001,15.5808
0.013400001,17.6288
0.013440001,15.9904
0.013480001,15.1696
0.013520001,15.9904
0.013560001,18.0384
0.013600001,15.1712
0.013640001,15.1712
0.013680001,16.3984
0.013720001,16.8096
0.013760001,15.1712
0.013800001,15.1712
0.013840001,16.808
