time,demo_network.H_5.sink.sink throughput
0.000035713,23.8738
0.000070713,15.9159
0.000105713,15.9159
0.000140713,16.384
0.000175713,15.9159
0.000210713,15.9159
0.000245713,15.9159
0.000280713,8.42606
0.000315713,7.02171
0.000350713,6.5536
0.000385713,7.48983
0.000420713,7.02171
0.000455713,7.48983
0.000490713,7.95794
0.000525713,7.95794
0.000560713,8.42606
0.000595713,8.42606
0.000630713,8.89417
0.000665713,8.89417
0.000700713,9.36229
0.000735713,9.8304
0.000770713,9.8304
0.000805713,10.2985
0.000840713,10.7666
0.000875713,11.2347
0.000910713,11.2347
0.000945713,11.7029
0.000980713,12.6391
0.001015713,12.6391
0.001050713,13.1072
0.001085713,13.5753
0.001120713,14.0434
0.001155713,14.5115
0.001190713,15.4478
0.001225713,15.4478
0.001260713,16.384
0.001295713,16.384
0.001330713,15.9159
0.001365713,17.3202
0.001400713,14.0434
0.001435713,14.9797
0.001470713,14.9797
0.001505713,16.384
0.001540713,15.9159
0.001575713,15.9159
0.001610713,16.384
0.001645713,14.5115
0.001680713,13.5753
0.001715713,13.5753
0.001750713,14.9797
0.001785713,14.9797
0.001820713,15.4478
0.001855713,15.4478
0.001890713,15.4478
0.001925713,14.0434
0.001960713,13.5753
0.001995713,14.5115
0.002030713,14.5115
0.002065713,15.4478
0.002100713,14.9797
0.002135713,15.9159
0.002170713,14.9797
0.002205713,13.5753
0.002240713,13.5753
0.002275713,14.0434
0.002310713,14.0434
0.002345713,14.9797
0.002380713,15.4478
0.002415713,15.4478
0.002450713,15.9159
0.002485713,14.5115
0.002520713,13.5753
0.002555713,14.0434
0.002590713,14.5115
0.002625713,14.9797
0.002660713,15.9159
0.002695713,15.4478
0.002730713,15.9159
0.002765713,14.5115
0.002800713,13.5753
0.002835713,14.5115
0.002870713,14.5115
0.002905713,15.4478
0.002940713,14.9797
0.002975713,15.9159
0.003010713,14.9797
0.003045713,14.0434
0.003080713,13.1072
0.003115713,14.0434
0.003150713,14.5115
0.003185713,14.5115
0.003220713,15.4478
0.003255713,15.4478
0.003290713,14.0434
0.003325713,13.1072
0.003360713,12.6391
0.003395713,13.5753
0.003430713,13.5753
0.003465713,14.0434
0.003500713,14.5115
0.003535713,14.5115
0.003570713,13.5753
0.003605713,13.1072
0.003640713,13.1072
0.003675713,14.0434
0.003710713,14.0434
0.003745713,14.5115
0.003780713,14.9797
0.003815713,14.9797
0.003850713,14.0434
0.003885713,13.1072
0.003920713,14.0434
0.003955713,14.5115
0.003990713,14.5115
0.004025713,14.9797
0.004060713,15.4478
0.004095713,14.9797
0.004130713,13.5753
0.004165713,13.5753
0.004200713,14.0434
0.004235713,14.5115
0.004270713,14.5115
0.004305713,14.9797
0.004340713,14.5115
0.004375713,14.0434
0.004410713,13.5753
0.004445713,14.0434
0.004480713,14.5115
0.004515713,14.9797
0.004550713,15.4478
0.004585713,15.4478
0.004620713,15.4478
0.004655713,13.5753
0.004690713,13.1072
0.004725713,14.0434
0.004760713,14.0434
0.004795713,14.5115
0.004830713,14.9797
0.004865713,14.9797
0.004900713,14.0434
0.004935713,13.1072
0.004970713,14.0434
0.005005713,14.0434
0.005040713,14.9797
0.005075713,14.9797
0.005110713,15.4478
0.005145713,14.9797
0.005180713,13.1072
0.005215713,12.6391
0.005250713,13.1072
0.005285713,13.5753
0.005320713,14.5115
0.005355713,14.0434
0.005390713,14.9797
0.005425713,14.5115
0.005460713,14.0434
0.005495713,13.1072
0.005530713,13.5753
0.005565713,14.0434
0.005600713,14.9797
0.005635713,14.9797
0.005670713,14.9797
0.005705713,14.0434
0.005740713,14.0434
0.005775713,13.1072
0.005810713,14.0434
0.005845713,14.5115
0.005880713,14.5115
0.005915713,14.9797
0.005950713,15.4478
0.005985713,14.5115
0.006020713,13.5753
0.006055713,14.0434
0.006090713,14.0434
0.006125713,14.9797
0.006160713,15.4478
0.006195713,15.9159
0.006230713,15.4478
0.006265713,15.9159
0.006300713,14.0434
0.006335713,13.5753
0.006370713,14.0434
0.006405713,14.9797
0.006440713,14.9797
0.006475713,15.4478
0.006510713,15.9159
0.006545713,15.9159
0.006580713,15.9159
0.006615713,14.0434
0.006650713,14.0434
0.006685713,14.0434
0.006720713,14.9797
0.006755713,15.4478
0.006790713,15.4478
0.006825713,15.9159
0.006860713,15.9159
0.006895713,13.5753
0.006930713,13.1072
0.006965713,13.5753
0.007000713,14.0434
0.007035713,14.5115
0.007070713,15.4478
0.007105713,14.9797
0.007140713,15.9159
0.007175713,14.0434
0.007210713,13.1072
0.007245713,14.0434
0.007280713,14.5115
0.007315713,14.5115
0.007350713,15.4478
0.007385713,14.9797
0.007420713,15.9159
0.007455713,14.5115
0.007490713,13.5753
0.007525713,14.0434
0.007560713,14.5115
0.007595713,14.5115
