time,demo_network.SW_2.port[2].vlarb.available credits in vla
0.000000563,32
0.000001075,31
0.000001587,30
0.000002099,29
0.000002611,28
0.000003123,27
0.000003635,26
0.000004149,32
0.000004661,31
0.000005173,30
0.000005685,29
0.000006197,28
0.000006709,27
0.000007221,26
0.000007733,25
0.000008247,32
0.000008759,31
0.000009271,30
0.000009783,29
0.000010295,28
0.000010807,27
0.000011319,26
0.000011831,25
0.000012345,32
0.000012857,31
0.000013369,30
0.000013881,29
0.000014393,28
0.000014905,27
0.000015417,26
0.000015929,25
0.000016443,32
0.000016955,31
0.000017467,30
0.000017562,29
0.000017979,28
0.000018074,27
0.000018491,26
0.000018586,25
0.000019003,24
0.000019098,23
0.000019515,22
0.000019565,22
0.000019636111,21
0.000020027,21
0.000020077,21
0.000020148111,20
0.000020481,28
0.000020589,28
0.000021103,28
0.000021174111,27
0.000021245222,26
0.000021615,26
0.000021686111,25
0.000022127,25
0.000022198111,24
0.000022639,24
0.000022710111,23
0.000023151,23
0.000023222111,22
0.000023663,22
0.000023734111,21
0.000024175,21
0.000024246111,20
0.000024577,28
0.000024687,28
0.000025201,28
0.000025272111,27
0.000025343222,26
0.000025713,26
0.000025784111,25
0.000025963,25
0.000026225,25
0.000026296111,24
0.000026737,24
0.000026808111,23
0.000027249,23
0.000027320111,22
0.000027499,22
0.000027761,22
0.000027832111,21
0.000028273,21
0.000028344111,20
0.000028673,28
0.000028785,28
0.000029035,28
0.000029106111,27
0.000029299,27
0.000029370111,26
0.000029811,26
0.000029882111,25
0.000030323,25
0.000030394111,24
0.000030573,24
0.000030835,24
0.000030906111,23
0.000031347,23
0.000031418111,22
0.000031859,22
0.000031930111,21
0.000032109,21
0.000032371,21
0.000032442111,20
0.000032769,28
0.000032883,28
0.000033397,28
0.000033468111,27
0.000033539222,26
0.000033647,26
0.000033909,26
0.000033980111,25
0.000034421,25
0.000034492111,24
0.000034933,24
0.000035004111,23
0.000035183,23
0.000035445,23
0.000035516111,22
0.000035957,22
0.000036028111,21
0.000036469,21
0.000036540111,20
0.000036719,20
0.000036981,20
0.000037181,29
0.000037252111,28
0.000037495,28
0.000037566111,27
0.000038007,27
0.000038078111,26
0.000038257,26
0.000038519,26
0.000038590111,25
0.000039031,25
0.000039102111,24
0.000039543,24
0.000039614111,23
0.000039793,23
0.000040055,23
0.000040126111,22
0.000040567,22
0.000040638111,21
0.000040961,28
0.000041079,28
0.000041329,28
0.000041400111,27
0.000041593,27
0.000041664111,26
0.000042105,26
0.000042176111,25
0.000042617,25
0.000042688111,24
0.000042867,24
0.000043129,24
0.000043200111,23
0.000043641,23
0.000043712111,22
0.000044153,22
0.000044224111,21
0.000044403,21
0.000044665,21
0.000044736111,20
0.000045057,28
0.000045177,28
0.000045691,28
0.000045762111,27
0.000045833222,26
0.000045941,26
0.000046203,26
0.000046274111,25
0.000046715,25
0.000046786111,24
0.000047227,24
0.000047298111,23
0.000047477,23
0.000047739,23
0.000047810111,22
0.000048251,22
0.000048322111,21
0.000048763,21
0.000048834111,20
0.000049013,20
0.000049275,20
0.000049475,29
0.000049546111,28
0.000049789,28
0.000049860111,27
0.000050301,27
0.000050372111,26
0.000050551,26
0.000050813,26
0.000050884111,25
0.000051325,25
0.000051396111,24
0.000051837,24
0.000051908111,23
0.000052087,23
0.000052349,23
0.000052420111,22
0.000052861,22
0.000052932111,21
0.000053249,28
0.000053373,28
0.000053623,28
0.000053694111,27
0.000053887,27
0.000053958111,26
0.000054399,26
0.000054470111,25
0.000054911,25
0.000054982111,24
0.000055161,24
0.000055423,24
0.000055494111,23
0.000055935,23
0.000056006111,22
0.000056447,22
0.000056518111,21
0.000056697,21
0.000056959,21
0.000057030111,20
0.000057345,28
0.000057471,28
0.000057985,28
0.000058056111,27
0.000058127222,26
0.000058235,26
0.000058497,26
0.000058568111,25
0.000059009,25
0.000059080111,24
0.000059521,24
0.000059592111,23
0.000059771,23
0.000060033,23
0.000060104111,22
0.000060545,22
0.000060616111,21
0.000061057,21
0.000061128111,20
0.000061307,20
0.000061569,20
0.000061769,29
0.000061840111,28
0.000062083,28
0.000062154111,27
0.000062595,27
0.000062666111,26
0.000062845,26
0.000063107,26
0.000063178111,25
0.000063619,25
0.000063690111,24
0.000064131,24
0.000064202111,23
0.000064381,23
0.000064643,23
0.000064714111,22
0.000065155,22
0.000065226111,21
0.000065537,28
0.000065667,28
0.000065917,28
0.000065988111,27
0.000066181,27
0.000066252111,26
0.000066693,26
0.000066764111,25
0.000067205,25
0.000067276111,24
0.000067455,24
0.000067717,24
0.000067788111,23
0.000068229,23
0.000068300111,22
0.000068741,22
0.000068812111,21
0.000068991,21
0.000069253,21
0.000069324111,20
0.000069633,28
0.000069765,28
0.000070279,28
0.000070350111,27
0.000070421222,26
0.000070529,26
0.000070791,26
0.000070862111,25
0.000071303,25
0.000071374111,24
0.000071815,24
0.000071886111,23
0.000072065,23
0.000072327,23
0.000072398111,22
0.000072839,22
0.000072910111,21
0.000073351,21
0.000073422111,20
0.000073601,20
0.000073863,20
0.000074063,29
0.000074134111,28
0.000074377,28
0.000074448111,27
0.000074889,27
0.000074960111,26
0.000075139,26
0.000075401,26
0.000075472111,25
0.000075913,25
0.000075984111,24
0.000076425,24
0.000076496111,23
0.000076675,23
0.000076937,23
0.000077008111,22
0.000077449,22
0.000077520111,21
0.000077825,28
0.000077961,28
0.000078211,28
0.000078282111,27
0.000078475,27
0.000078546111,26
0.000078987,26
0.000079058111,25
0.000079499,25
0.000079570111,24
0.000079749,24
0.000080011,24
0.000080082111,23
0.000080523,23
0.000080594111,22
0.000081035,22
0.000081106111,21
0.000081285,21
0.000081547,21
0.000081618111,20
0.000081921,28
0.000082059,28
0.000082573,28
0.000082644111,27
0.000082715222,26
0.000082823,26
0.000083085,26
0.000083156111,25
0.000083597,25
0.000083668111,24
0.000084109,24
0.000084180111,23
0.000084359,23
0.000084621,23
0.000084692111,22
0.000085133,22
0.000085204111,21
0.000085645,21
0.000085716111,20
0.000085895,20
0.000086157,20
0.000086357,29
0.000086428111,28
0.000086671,28
0.000086742111,27
0.000087183,27
0.000087254111,26
0.000087433,26
0.000087695,26
0.000087766111,25
0.000088207,25
0.000088278111,24
0.000088719,24
0.000088790111,23
0.000088969,23
0.000089231,23
0.000089302111,22
0.000089743,22
0.000089814111,21
0.000090113,28
0.000090255,28
0.000090505,28
0.000090576111,27
0.000090769,27
0.000090840111,26
0.000091281,26
0.000091352111,25
0.000091793,25
0.000091864111,24
0.000092043,24
0.000092305,24
0.000092376111,23
0.000092817,23
0.000092888111,22
0.000093329,22
0.000093400111,21
0.000093579,21
0.000093841,21
0.000093912111,20
0.000094209,28
0.000094353,28
0.000094867,28
0.000094938111,27
0.000095009222,26
0.000095117,26
0.000095379,26
0.000095450111,25
0.000095891,25
0.000095962111,24
0.000096403,24
0.000096474111,23
0.000096653,23
0.000096915,23
0.000096986111,22
0.000097427,22
0.000097498111,21
0.000097939,21
0.000098010111,20
0.000098189,20
0.000098451,20
0.000098651,29
0.000098722111,28
0.000098965,28
0.000099036111,27
0.000099477,27
0.000099548111,26
0.000099727,26
0.000099989,26
0.000100060111,25
0.000100501,25
0.000100572111,24
0.000101013,24
0.000101084111,23
0.000101263,23
0.000101525,23
0.000101596111,22
0.000102037,22
0.000102108111,21
0.000102401,28
0.000102549,28
0.000102799,28
0.000102870111,27
0.000103063,27
0.000103134111,26
0.000103575,26
0.000103646111,25
0.000104087,25
0.000104158111,24
0.000104337,24
0.000104599,24
0.000104670111,23
0.000105111,23
0.000105182111,22
0.000105623,22
