time,demo_network.SW_2.port[2].obuf.Throughput-obuf,
0.000049001,31.7806,30.1564381
0.000098001,32.1149,
0.000147001,31.7806,
0.000196001,32.1149,
0.000245001,32.1149,
0.000294001,18.0715,
0.000343001,13.3904,
0.000392001,13.3904,
0.000441001,14.3935,
0.000490001,15.0622,
0.000539001,15.0622,
0.000588001,16.3997,
0.000637001,17.0684,
0.000686001,17.4028,
0.000735001,18.7402,
0.000784001,19.409,
0.000833001,20.4121,
0.000882001,21.0808,
0.000931001,22.4183,
0.000980001,23.4214,
0.001029001,24.4245,
0.001078001,25.762,
0.001127001,27.0994,
0.001176001,28.4369,
0.001225001,29.7731,
0.001274001,31.4475,
0.001323001,31.7793,
0.001372001,32.1149,
0.001421001,29.44,
0.001470001,28.1025,
0.001519001,29.1056,
0.001568001,30.7775,
0.001617001,31.7806,
0.001666001,32.1149,
0.001715001,31.1118,
0.001764001,29.1056,
0.001813001,30.4431,
0.001862001,31.7806,
0.001911001,32.1149,
0.001960001,31.7806,
0.002009001,27.7682,
0.002058001,29.44,
0.002107001,30.4431,
0.002156001,32.1149,
0.002205001,31.7806,
0.002254001,31.4462,
0.002303001,29.1056,
0.002352001,30.4431,
0.002401001,31.7806,
0.002450001,31.7806,
0.002499001,32.1149,
0.002548001,28.4356,
0.002597001,29.7744,
0.002646001,31.4462,
0.002695001,31.7806,
0.002744001,32.1149,
0.002793001,29.44,
0.002842001,29.1056,
0.002891001,30.4431,
0.002940001,32.1149,
0.002989001,31.7806,
0.003038001,31.1118,
0.003087001,28.1025,
0.003136001,30.1087,
0.003185001,31.1118,
0.003234001,31.7806,
0.003283001,32.1149,
0.003332001,29.1056,
0.003381001,28.7713,
0.003430001,30.1087,
0.003479001,31.7806,
0.003528001,31.7806,
0.003577001,32.1149,
0.003626001,28.4369,
0.003675001,29.7744,
0.003724001,30.7775,
0.003773001,31.7806,
0.003822001,32.1149,
0.003871001,30.7762,
0.003920001,28.7713,
0.003969001,30.4431,
0.004018001,31.7806,
0.004067001,32.1149,
0.004116001,31.7806,
0.004165001,27.7682,
0.004214001,29.1056,
0.004263001,30.7775,
0.004312001,31.7806,
0.004361001,31.7806,
0.004410001,31.4462,
0.004459001,28.7713,
0.004508001,29.7744,
0.004557001,31.4462,
0.004606001,31.7806,
0.004655001,32.1149,
0.004704001,30.1087,
0.004753001,29.7744,
0.004802001,31.4462,
0.004851001,32.1149,
0.004900001,32.1149,
0.004949001,29.44,
0.004998001,30.1087,
0.005047001,31.4462,
0.005096001,31.7806,
0.005145001,32.1149,
0.005194001,28.77,
0.005243001,28.4382,
0.005292001,29.4387,
0.005341001,31.1118,
0.005390001,31.7806,
0.005439001,32.1149,
0.005488001,29.7744,
0.005537001,28.4369,
0.005586001,29.7744,
0.005635001,31.1118,
0.005684001,32.1149,
0.005733001,31.7806,
0.005782001,29.7744,
0.005831001,28.1025,
0.005880001,29.7744,
0.005929001,31.1118,
0.005978001,31.7806,
0.006027001,32.1149,
0.006076001,30.1087,
0.006125001,29.44,
0.006174001,30.7775,
0.006223001,31.7806,
0.006272001,32.1149,
0.006321001,30.7775,
0.006370001,28.7713,
0.006419001,30.4431,
0.006468001,31.7806,
0.006517001,32.1149,
0.006566001,31.7793,
0.006615001,27.7682,
0.006664001,29.44,
0.006713001,30.7775,
0.006762001,31.7806,
