time,demo_network.SW_2.port[2].obuf.Throughput-obuf,
0.000049001,31.7806,4.028018095
0.000098001,32.1149,
0.000147001,31.7806,
0.000196001,32.1149,
0.000245001,32.1149,
0.000294001,12.7216,
0.000343001,13.3904,
0.000392001,14.0591,
0.000441001,14.3935,
0.000490001,15.3966,
0.000539001,15.7309,
0.000588001,16.3997,
0.000637001,17.4028,
0.000686001,18.0715,
0.000735001,18.7402,
0.000784001,19.7433,
0.000833001,21.0808,
0.000882001,21.4152,
0.000931001,22.7527,
0.000980001,24.0901,
0.001029001,25.0932,
0.001078001,26.4307,
0.001127001,27.4338,
0.001176001,29.1043,
0.001225001,30.7788,
0.001274001,31.7793,
0.001323001,31.7806,
0.001372001,32.1149,
0.001421001,28.1025,
0.001470001,29.44,
0.001519001,30.7775,
0.001568001,32.1149,
0.001617001,31.7806,
0.001666001,31.4462,
0.001715001,28.1025,
0.001764001,29.7744,
0.001813001,30.7775,
0.001862001,32.1149,
0.001911001,32.1149,
0.001960001,30.1087,
0.002009001,28.7713,
0.002058001,30.4431,
0.002107001,31.4462,
0.002156001,32.1149,
0.002205001,32.1149,
0.002254001,28.7713,
0.002303001,29.7744,
0.002352001,31.1118,
0.002401001,32.1149,
0.002450001,31.7806,
0.002499001,31.1118,
0.002548001,28.4369,
0.002597001,29.7744,
0.002646001,31.4449,
0.002695001,32.1149,
0.002744001,31.7806,
0.002793001,30.1087,
0.002842001,29.1056,
0.002891001,30.7775,
0.002940001,31.7806,
0.002989001,32.1149,
0.003038001,31.4462,
0.003087001,29.44,
0.003136001,30.7775,
0.003185001,31.7806,
0.003234001,32.1149,
0.003283001,31.1118,
0.003332001,28.7713,
0.003381001,30.7775,
0.003430001,31.7806,
0.003479001,31.7806,
0.003528001,31.4462,
0.003577001,27.7682,
0.003626001,29.44,
0.003675001,30.7775,
0.003724001,31.7806,
0.003773001,32.1149,
0.003822001,30.7775,
0.003871001,28.7713,
0.003920001,29.7731,
0.003969001,31.7806,
0.004018001,31.7806,
0.004067001,32.1149,
0.004116001,29.7744,
0.004165001,30.4431,
0.004214001,31.4462,
0.004263001,32.1149,
0.004312001,32.1149,
0.004361001,29.44,
0.004410001,30.4431,
0.004459001,31.7806,
0.004508001,31.7806,
0.004557001,31.7806,
0.004606001,28.4369,
0.004655001,30.1087,
0.004704001,31.4462,
0.004753001,32.1149,
0.004802001,32.1149,
0.004851001,28.4369,
0.004900001,29.1056,
0.004949001,31.1118,
0.004998001,31.7806,
0.005047001,32.1149,
0.005096001,30.7775,
0.005145001,29.1056,
0.005194001,30.4418,
0.005243001,32.1162,
0.005292001,31.7793,
0.005341001,31.4462,
0.005390001,28.1025,
0.005439001,29.1056,
0.005488001,31.1118,
0.005537001,31.7806,
0.005586001,32.1149,
0.005635001,30.7775,
0.005684001,29.44,
0.005733001,30.7775,
0.005782001,32.1149,
0.005831001,32.1149,
0.005880001,30.1087,
0.005929001,28.4369,
0.005978001,29.44,
0.006027001,31.4462,
0.006076001,31.7806,
0.006125001,32.1149,
0.006174001,30.1087,
0.006223001,28.7713,
0.006272001,30.4431,
0.006321001,32.1149,
0.006370001,31.7806,
0.006419001,31.7806,
0.006468001,28.4369,
0.006517001,29.4387,
