time,demo_network.H_3.sink.sink throughput
0.000053129,16.384
0.000088129,15.9159
0.000123129,15.9159
0.000158129,15.9159
0.000193129,15.9159
0.000228129,15.9159
0.000263129,16.384
0.000298129,15.9159
0.000333129,16.384
0.000368129,15.9159
0.000403129,15.9159
0.000438129,16.384
0.000473129,15.9159
0.000508129,16.384
0.000543129,15.9159
0.000578129,15.9159
0.000613129,16.384
0.000648129,15.9159
0.000683129,16.384
0.000718129,15.9159
0.000753129,15.9159
0.000788129,16.384
0.000823129,15.9159
0.000858129,15.9159
0.000893129,16.384
0.000928129,15.9159
0.000963129,16.384
0.000998129,16.384
0.001033129,15.9159
0.001068129,16.384
0.001103129,15.9159
0.001138129,16.384
0.001173129,15.9159
0.001208129,16.384
0.001243129,15.9159
0.001278129,16.384
0.001313129,15.9159
0.001348129,17.3202
0.001383129,15.9159
0.001418129,15.9159
0.001453129,15.9159
0.001488129,15.9159
0.001523129,16.384
0.001558129,15.9159
0.001593129,15.9159
0.001628129,15.9159
0.001663129,15.9159
0.001698129,15.9159
0.001733129,15.9159
0.001768129,16.384
0.001803129,15.9159
0.001838129,15.9159
0.001873129,15.9159
0.001908129,15.9159
0.001943129,15.9159
0.001978129,16.384
0.002013129,15.9159
0.002048129,15.9159
0.002083129,15.9159
0.002118129,15.9159
0.002153129,15.9159
0.002188129,16.384
0.002223129,15.9159
0.002258129,15.9159
0.002293129,15.9159
0.002328129,15.9159
0.002363129,15.9159
0.002398129,16.384
0.002433129,15.9159
0.002468129,15.9159
0.002503129,15.9159
0.002538129,15.9159
0.002573129,15.9159
0.002608129,16.384
0.002643129,15.9159
0.002678129,15.9159
0.002713129,15.9159
0.002748129,15.9159
0.002783129,15.9159
0.002818129,16.384
0.002853129,15.9159
0.002888129,15.9159
0.002923129,15.9159
0.002958129,15.9159
0.002993129,15.9159
0.003028129,16.384
0.003063129,15.9159
0.003098129,15.9159
0.003133129,15.9159
0.003168129,15.9159
0.003203129,15.9159
0.003238129,15.9159
0.003273129,16.384
0.003308129,15.9159
0.003343129,15.9159
0.003378129,15.9159
0.003413129,15.9159
0.003448129,15.9159
0.003483129,16.384
0.003518129,15.9159
0.003553129,15.9159
0.003588129,15.9159
0.003623129,15.9159
0.003658129,15.9159
0.003693129,16.384
0.003728129,15.9159
0.003763129,15.9159
0.003798129,15.9159
0.003833129,15.9159
0.003868129,15.9159
0.003903129,16.384
0.003938129,15.9159
0.003973129,15.9159
0.004008129,15.9159
0.004043129,15.9159
0.004078129,15.9159
0.004113129,16.384
0.004148129,15.9159
0.004183129,15.9159
0.004218129,15.9159
0.004253129,15.9159
0.004288129,15.9159
0.004323129,16.384
0.004358129,15.9159
0.004393129,15.9159
0.004428129,15.9159
0.004463129,15.9159
0.004498129,15.9159
0.004533129,16.384
0.004568129,15.9159
0.004603129,15.9159
0.004638129,15.9159
0.004673129,15.9159
0.004708129,15.9159
0.004743129,16.384
0.004778129,15.9159
0.004813129,15.9159
