time,demo_network.SW_2.port[0].ibuf.inputQueueLength
0.0000004106,0
0.000000820856,0
0.000001231112,0
0.000001641368,0
0.000002051624,0
0.00000246188,0
0.000002872136,0
0.000003282392,0
0.000003692648,1
0.000004102904,1
0.00000451316,2
0.000004923416,2
0.000005333672,3
0.000005743928,3
0.000006154184,4
0.00000656444,4
0.000006974696,5
0.000007384952,5
0.000007795208,6
0.000008205464,6
0.00000861572,7
0.000009025976,7
0.000009436232,8
0.000009846488,8
0.000010256744,9
0.000010667,9
0.000011077256,10
0.000011487512,10
0.000011897768,11
0.000012308024,11
0.00001271828,12
0.00001312948,12
0.00001353908,13
0.000013949048,13
0.000014359304,14
0.00001476956,14
0.000015179816,15
0.000015590072,15
0.000016000328,16
0.000016410584,16
0.00001682084,17
0.000017231096,17
0.000017641352,18
0.000018051608,18
0.000018461864,19
0.00001887212,19
0.000019282376,20
0.000019692632,20
0.000020102888,21
0.000020513144,21
0.0000209234,22
0.000021333656,22
0.000021743912,23
0.000022154168,23
0.000022564424,24
0.00002297468,24
0.000023384936,25
0.000023795192,25
0.000024205448,26
0.000024615704,26
0.00002502596,27
0.000025436216,27
0.000025846472,28
0.000026257672,28
0.000026667272,29
0.00002707724,29
0.000027487496,30
0.000027897752,30
0.000028308008,31
0.000028718264,31
0.00002912852,32
0.000029538776,32
0.000029949032,33
0.000030359288,33
0.000030769544,34
0.0000311798,34
0.000031590056,35
0.000032000312,35
0.000032410568,36
0.000032820824,36
0.00003323108,37
0.000033641336,37
0.000034051592,38
0.000034461848,38
0.0000390026,34
0.0000394122,35
0.0000398218,35
0.000040231768,35
0.000040642024,36
0.00004105228,36
0.000041462536,37
0.000041872792,37
0.000042283048,38
0.000042693304,38
0.00004310356,39
0.000043513816,39
0.000043924072,40
0.000044334328,40
0.000044744584,41
0.0000520026,33
0.0000524122,34
0.0000528218,34
0.000053231768,34
0.000053642024,35
0.00005405228,35
0.000054462536,36
0.000054872792,36
0.000055283048,37
0.000055693304,37
0.00005610356,38
0.000056513816,38
0.000056924072,39
0.000057334328,39
0.000057744584,40
0.00005815484,40
0.0000650026,33
0.0000654122,34
0.0000658218,34
0.000066231768,34
0.000066642024,35
0.00006705228,35
0.000067462536,36
0.000067872792,36
0.000068283048,37
0.000068693304,37
0.00006910356,38
0.000069513816,38
0.000069924072,39
0.000070334328,39
0.000070744584,40
0.00007115484,40
0.0000780026,33
0.0000784122,34
0.0000788218,34
0.000079231768,34
0.000079642024,35
0.00008005228,35
0.000080462536,36
0.000080872792,36
0.000081283048,37
0.000081693304,37
0.00008210356,38
0.000082513816,38
0.000082924072,39
0.000083334328,39
0.000083744584,40
0.00008415484,40
0.0000910026,33
0.0000914122,34
0.0000918218,34
0.000092231768,35
0.000092642024,35
0.00009305228,36
0.000093462536,36
0.000093872792,37
0.000094283048,37
0.000094693304,38
0.00009510356,38
0.000095513816,39
0.000095924072,39
0.000096334328,40
0.000096744584,40
0.00009715484,41
0.0001040026,33
0.0001044122,34
0.0001048218,34
0.000105231768,35
0.000105642024,35
0.00010605228,36
0.000106462536,36
0.000106872792,37
0.000107283048,37
0.000107693304,38
0.00010810356,38
0.000108513816,39
0.000108924072,39
0.000109334328,40
0.000109744584,40
0.00011015484,41
0.0001170026,33
0.0001174122,34
0.0001178218,35
0.000118231768,35
0.000118642024,35
0.00011905228,36
0.000119462536,36
0.000119872792,37
0.000120283048,37
0.000120693304,38
0.00012110356,38
0.000121513816,39
0.000121924072,39
0.000122334328,40
0.000122744584,40
0.00012315484,41
0.0001300026,33
0.0001304122,34
0.0001308218,35
0.000131231768,35
0.000131642024,35
0.00013205228,36
0.000132462536,36
0.000132872792,37
0.000133283048,37
0.000133693304,38
0.00013410356,38
0.000134513816,39
0.000134924072,39
0.000135334328,40
0.000135744584,40
0.00013615484,41
0.0001430026,34
0.0001434122,35
0.0001438218,35
0.000144231768,35
0.000144642024,36
0.00014505228,36
0.000145462536,37
0.000145872792,37
0.000146283048,38
0.000146693304,38
0.00014710356,39
0.000147513816,39
0.000147924072,40
0.000148334328,40
0.000148744584,41
0.0001560026,33
0.0001564122,33
0.0001568218,34
0.000157231768,34
0.000157642024,35
0.00015805228,35
0.000158462536,36
0.000158872792,36
0.000159283048,37
0.000159693304,37
0.00016010356,38
0.000160513816,38
0.000160924072,39
0.000161334328,39
0.000161744584,40
0.00016215484,40
0.0001690026,33
0.0001694122,34
0.0001698218,34
0.000170231768,34
0.000170642024,35
0.00017105228,35
0.000171462536,36
0.000171872792,36
0.000172283048,37
0.000172693304,37
0.00017310356,38
0.000173513816,38
0.000173924072,39
0.000174334328,39
0.000174744584,40
0.00017515484,40
0.0001820026,33
0.0001824122,34
0.0001828218,34
0.000183231768,35
0.000183642024,35
0.00018405228,35
0.000184462536,36
0.000184872792,36
0.000185283048,37
0.000185693304,37
0.00018610356,38
0.000186513816,38
0.000186924072,39
0.000187334328,39
0.000187744584,40
0.00018815484,40
0.0001950026,33
0.0001954122,34
0.0001958218,34
0.000196231768,35
0.000196642024,35
0.00019705228,36
0.000197462536,36
0.000197872792,37
0.000198283048,37
0.000198693304,38
0.00019910356,38
0.000199513816,39
0.000199924072,39
0.000200334328,40
0.000200744584,40
0.00020115484,41
0.0002080922,33
0.000208502456,34
0.000208912712,34
0.000209322968,35
0.000209733224,35
0.00021014348,36
0.000210553736,36
0.000210963992,37
0.000211374248,37
0.000211784504,38
0.00021219476,38
0.000212605016,39
0.000213015272,39
0.000213425528,40
0.000213835784,40
0.00021424604,41
0.0002210026,33
0.0002214122,34
0.0002218218,35
0.000222231768,35
0.000222642024,35
0.00022305228,36
0.000223462536,36
0.000223872792,37
0.000224283048,37
0.000224693304,38
0.00022510356,38
0.000225513816,39
0.000225924072,39
0.000226334328,40
0.000226744584,40
0.00022715484,41
0.0002340026,34
0.0002344122,35
0.0002348218,35
0.000235231768,35
0.000235642024,36
0.00023605228,36
0.000236462536,37
0.000236872792,37
0.000237283048,38
0.000237693304,38
0.00023810356,39
0.000238513816,39
0.000238924072,40
0.000239334328,40
0.000239744584,41
0.0002470026,33
0.0002474122,34
0.0002478218,34
0.000248231768,34
0.000248642024,35
0.00024905228,35
0.000249462536,36
0.000249872792,36
0.000250283048,37
0.000250693304,37
0.00025110356,38
0.000251513816,38
0.000251924072,39
0.000252334328,39
0.000252744584,40
0.00025315484,40
0.0002600026,33
0.0002604122,34
0.0002608218,34
0.000261231768,34
0.000261642024,35
0.00026205228,35
0.000262462536,36
0.000262872792,36
0.000263283048,37
0.000263693304,37
0.00026410356,38
0.000264513816,38
0.000264924072,39
0.000265334328,39
0.000265744584,40
0.00026615484,40
0.0002730026,33
0.0002734122,34
0.0002738218,34
0.000274231768,34
0.000274642024,35
0.00027505228,35
0.000275462536,36
0.000275872792,36
0.000276283048,37
0.000276693304,37
0.00027710356,38
0.000277513816,38
0.000277924072,39
0.000278334328,39
0.000278744584,40
0.00027915484,40
0.0002860026,33
0.0002864122,34
0.0002868218,34
0.000287231768,35
0.000287642024,35
0.00028805228,36
0.000288462536,36
0.000288872792,37
0.000289283048,37
0.000289693304,38
0.00029010356,38
0.000290513816,39
0.000290924072,39
0.000291334328,40
0.000291744584,40
0.00029215484,41
0.0002990026,33
0.0002994122,34
0.0002998218,34
0.000300231768,35
0.000300642024,35
0.00030105228,36
0.000301462536,36
0.000301872792,37
0.000302283048,37
0.000302693304,38
0.00030310356,38
0.000303513816,39
0.000303924072,39
0.000304334328,40
0.000304744584,40
0.00030515484,41
0.0003120026,33
0.0003124122,34
0.0003128218,35
0.000313231768,35
0.000313642024,35
0.00031405228,36
0.000314462536,36
0.000314872792,37
0.000315283048,37
0.000315693304,38
0.00031610356,38
0.000316513816,39
0.000316924072,39
0.000317334328,40
0.000317744584,40
0.00031815484,41
0.0003250026,33
0.0003254122,34
0.0003258218,35
0.000326231768,35
0.000326642024,35
0.00032705228,36
0.000327462536,36
0.000327872792,37
0.000328283048,37
0.000328693304,38
0.00032910356,38
0.000329513816,39
0.000329924072,39
0.000330334328,40
0.000330744584,40
0.00033115484,41
0.0003380026,34
0.0003384122,35
0.0003388218,35
0.000339231768,35
0.000339642024,36
0.00034005228,36
0.000340462536,37
0.000340872792,37
0.000341283048,38
0.000341693304,38
0.00034210356,39
0.000342513816,39
0.000342924072,40
0.000343334328,40
0.000343744584,41
0.0003510026,33
0.0003514122,34
0.0003518218,34
0.000352231768,34
0.000352642024,35
0.00035305228,35
0.000353462536,36
0.000353872792,36
0.000354283048,37
0.000354693304,37
0.00035510356,38
0.000355513816,38
0.000355924072,39
0.000356334328,39
0.000356744584,40
0.00035715484,40
0.0003640026,33
0.0003644122,34
0.0003648218,34
0.000365231768,34
0.000365642024,35
0.00036605228,35
0.000366462536,36
0.000366872792,36
0.000367283048,37
0.000367693304,37
0.00036810356,38
0.000368513816,38
0.000368924072,39
0.000369334328,39
0.000369744584,40
0.00037015484,40
0.0003770026,33
0.0003774122,34
0.0003778218,34
0.000378231768,35
0.000378642024,35
0.00037905228,35
0.000379462536,36
0.000379872792,36
0.000380283048,37
0.000380693304,37
0.00038110356,38
0.000381513816,38
0.000381924072,39
0.000382334328,39
0.000382744584,40
0.00038315484,40
0.0003900026,33
0.0003904122,34
0.0003908218,34
0.000391231768,35
0.000391642024,35
0.00039205228,36
0.000392462536,36
0.000392872792,37
0.000393283048,37
0.000393693304,38
