time,demo_network.H_2.obuf.Throughput-obuf
0.000050001,32.4454
0.000100001,20.649
0.000150001,20.9766
0.000200001,19.9936
0.000250001,19.0106
0.000300001,19.0106
0.000350001,19.9923
0.000400001,20.649
0.000450001,20.9766
0.000500001,20.3213
0.000550001,18.0275
0.000600001,15.7338
0.000650001,14.0941
0.000700001,13.1123
0.000750001,13.44
0.000800001,13.44
0.000850001,13.7677
0.000900001,14.0954
0.000950001,14.0954
0.001000001,14.4218
0.001050001,14.7507
0.001100001,15.0784
0.001150001,15.4061
0.001200001,15.7338
0.001250001,15.7338
0.001300001,16.3878
0.001350001,16.3891
0.001400001,16.7168
0.001450001,17.0445
0.001500001,17.6998
0.001550001,17.6998
0.001600001,18.0275
0.001650001,18.6816
0.001700001,18.6829
0.001750001,19.3382
0.001800001,19.3382
0.001850001,19.9936
0.001900001,20.3213
0.001950001,20.6477
0.002000001,19.3382
0.002050001,19.3382
0.002100001,19.3382
0.002150001,19.9936
0.002200001,20.3213
0.002250001,20.649
0.002300001,20.9754
0.002350001,19.0106
0.002400001,18.6829
0.002450001,19.3382
0.002500001,19.6659
0.002550001,19.6659
0.002600001,20.32
0.002650001,20.9766
0.002700001,20.3213
0.002750001,19.0106
0.002800001,18.6829
0.002850001,19.3382
0.002900001,19.3382
0.002950001,19.9923
0.003000001,20.3213
0.003050001,20.649
0.003100001,20.649
0.003150001,18.6829
0.003200001,18.6829
0.003250001,19.337
0.003300001,19.6659
0.003350001,19.6659
0.003400001,20.3213
0.003450001,20.9766
0.003500001,20.3213
0.003550001,19.0106
0.003600001,18.6816
0.003650001,19.3382
0.003700001,19.3382
0.003750001,19.9936
0.003800001,20.3213
0.003850001,20.649
0.003900001,20.6477
0.003950001,18.6829
0.004000001,18.6829
0.004050001,19.3382
0.004100001,19.6659
0.004150001,19.6659
0.004200001,20.3213
0.004250001,20.9754
0.004300001,20.649
0.004350001,19.3382
0.004400001,19.0106
0.004450001,19.0106
0.004500001,19.6659
0.004550001,19.9923
0.004600001,20.3213
0.004650001,20.649
0.004700001,19.3382
0.004750001,19.0106
0.004800001,19.0106
0.004850001,19.6659
0.004900001,19.9923
0.004950001,20.3213
0.005000001,20.649
0.005050001,20.649
0.005100001,18.6829
0.005150001,19.0106
0.005200001,19.0093
0.005250001,19.6659
0.005300001,19.9936
0.005350001,20.3213
0.005400001,20.649
0.005450001,19.3382
