time,demo_network.SW_2.port[2].vlarb.StaticFreeCreditsNum in vla
0.0000004606,50
0.000000916928,48
0.000001373256,46
0.000001829584,44
0.000002285912,42
0.000002786764,40
0.0000029682,40
0.000003605964,38
0.0000037874,38
0.000004425164,36
0.0000046066,36
0.000005244364,34
0.0000054258,34
0.000006063564,32
0.000006245,32
0.000006882764,30
0.0000070642,30
0.000007701964,28
0.0000078834,28
0.000008521164,26
0.000008543,26
0.0000087026,26
0.000009340364,24
0.0000095218,24
0.000010159564,22
0.000010341,22
0.000010978764,20
0.0000111602,20
0.000011797964,18
0.0000119794,18
0.000012617164,16
0.0000127986,16
0.000013847564,45
0.000014303892,43
0.0000144386,43
0.000015076364,41
0.0000152578,41
0.000015895564,39
0.0000159174,39
0.000016077,39
0.000016714764,37
0.0000168962,37
0.000017533964,35
0.0000177154,35
0.000018353164,33
0.0000185346,33
0.000019172364,31
0.0000193538,31
0.000019991564,29
0.000020173,29
0.000020810764,27
0.0000209922,27
0.000021629964,25
0.0000218114,25
0.000022449164,23
0.0000226306,23
0.000023268364,21
0.0000232902,21
0.0000234498,21
0.000024087564,19
0.000024269,19
0.000024906764,17
0.0000250882,17
0.000025725964,15
0.0000259074,15
0.000026956364,45
0.000027412692,43
0.0000275474,43
0.000028185164,41
0.0000283666,41
0.000029004364,39
0.0000291858,39
0.000029823564,37
0.000030005,37
0.000030642764,35
0.0000306646,35
0.0000308242,35
0.000031461964,33
0.0000316434,33
0.000032281164,31
0.0000324626,31
0.000033100364,29
0.0000332818,29
0.000033919564,27
0.000034101,27
0.000034738764,25
0.0000349202,25
0.000035557964,23
0.0000357394,23
0.000036377164,21
0.0000365586,21
0.000037196364,19
0.0000373778,19
0.000038015564,17
0.0000380374,17
0.000038197,17
0.000038834764,15
0.000039001,46
0.0000390162,46
0.0000394274,46
0.000039883728,44
0.000040474764,42
0.0000406562,42
0.000041293964,40
0.0000414754,40
0.000042113164,38
0.0000422946,38
0.000042932364,36
