time,demo_victim_network.L_3.port[2].vlarb.StaticFreeCreditsNum in vla
0.0020986278,62
0.002103543,60
0.0021084646,73
0.0021133798,71
0.002118295,69
0.0021232102,67
0.0021281254,65
0.0021330406,63
0.0021379558,61
0.002142871,59
0.0021477862,57
0.0021527014,55
0.0021576166,53
0.0021625382,66
0.0021674534,64
0.0021723686,62
0.0021772838,60
0.002182199,58
0.0021871142,56
0.0021920294,54
0.0021969446,52
0.0022018598,50
0.002206775,48
0.0022116966,61
0.0022166118,59
0.002221527,57
0.0022264422,55
0.0022313574,53
0.0022362726,51
0.0022411878,49
0.002246103,47
0.0022510182,45
0.0022559334,43
0.002260855,57
0.0022657702,55
0.0022706854,53
0.0022756006,51
0.0022805158,49
0.002285431,47
0.0022903462,45
0.0022952614,43
0.0023001766,41
0.0023050918,39
0.0023100134,52
0.0023149286,50
0.0023198438,48
0.002324759,46
0.0023296742,44
0.0023345894,42
0.0023395046,40
0.0023444198,38
0.002349335,36
0.0023542502,34
0.0023591718,47
0.002364087,45
0.0023690022,43
0.0023739174,41
0.0023788326,39
0.0023837478,37
0.002388663,35
0.0023935782,33
0.0023984934,31
0.0024034086,29
0.0024083302,43
0.0024132454,41
0.0024181606,39
0.0024230758,37
0.002427991,35
0.0024329062,33
0.0024378214,31
0.0024427366,29
0.0024476518,27
0.002452567,25
0.0024574822,23
0.0024624038,36
0.002467319,34
0.0024722342,32
0.0024771494,30
0.0024820646,28
0.0024869798,26
0.002491895,24
0.0024968102,22
0.0025017254,20
0.0025066406,18
0.0025115622,31
0.0025164774,29
0.0025213926,27
0.0025263078,25
0.002531223,23
0.0025361382,21
0.0025410534,19
0.0025459686,17
0.0025508838,15
0.002555799,13
0.0025607206,26
0.0025656358,24
0.002570551,22
0.0025754662,20
0.0025803814,18
0.0025852966,16
0.0025902118,14
0.002595127,12
0.0026000422,10
0.0026049574,8
0.002609879,22
0.0026147942,20
0.0026197094,18
0.0026246246,16
0.0026295398,14
0.002634455,12
0.0026393702,10
0.0026442854,8
0.0026492006,6
0.0026541158,4
0.0026590374,17
0.0026639526,15
0.0026688678,13
0.002673783,11
0.0026786982,9
0.0026836134,7
0.0026885286,5
0.0026934438,3
0.002698359,1
0.002708342333,14
0.002709024999,12
0.002713111,10
0.0027180262,8
0.0027229414,6
0.0027278566,4
0.0027327718,2
0.002737687,0
0.0027409638,0
0.002745879,0
0.0027507942,0
0.0027557094,0
0.002758001,15
0.002758683666,13
0.002759366332,11
0.002760048998,9
0.002760731664,7
0.0027622694,5
0.0027671846,3
0.0027720998,1
0.002808342333,15
0.002809024999,13
0.002809707665,11
0.002810390331,9
0.002811072997,7
0.002811755663,5
0.002812438329,3
0.002813120995,1
0.002858342333,14
0.002859024999,12
0.002859707665,10
0.002860390331,8
0.002861072997,6
0.002861755663,4
0.002862438329,2
0.002863120995,0
0.002863863,0
0.0028645546,0
0.002866193,0
0.0028678314,0
0.0028687782,0
0.0028694698,0
0.0028711082,0
0.0028727466,0
0.0028736934,0
0.002874385,0
0.0028760234,0
0.0028776618,0
0.0028786086,0
0.0028793002,0
0.0028809386,0
0.002882577,0
0.0028835238,0
0.002888439,0
0.0028933542,0
0.0028982694,0
0.0029031846,0
0.002908001,15
0.002908683666,13
0.002909366332,11
0.002910048998,9
0.002910731664,7
0.00291141433,5
0.002912096996,3
0.002912779662,1
0.002958342333,14
0.002959024999,12
0.002959707665,10
0.002960390331,8
0.002961072997,6
0.002961755663,4
0.002962438329,2
0.002963120995,0
0.0029645546,0
0.002966193,0
0.002967095,0
0.0029678314,0
0.0029694698,0
0.0029711082,0
0.0029720102,0
0.0029727466,0
0.002974385,0
0.0029760234,0
0.0029769254,0
0.0029776618,0
0.0029793002,0
0.0029809386,0
0.0029818406,0
0.002982577,0
0.0029867558,0
0.002991671,0
0.0029965862,0
0.0030015014,0
0.0030064166,0
0.003008001,16
0.003008683666,14
0.003009366332,12
0.003010048998,10
0.003010731664,8
0.00301141433,6
0.003012096996,4
0.003012779662,2
0.003013462328,0
0.0030145546,0
0.003016193,0
0.0030162534,0
0.0030178314,0
0.0030194698,0
0.0030211082,0
0.0030211686,0
0.0030227466,0
0.003024385,0
0.0030260234,0
0.0030260838,0
0.0030276618,0
0.0030293002,0
0.0030309386,0
0.003030999,0
0.003032577,0
0.0030342154,0
0.0030359142,0
0.0030408294,0
0.0030457446,0
0.0030506598,0
0.003055575,0
0.003058001,15
0.003058683666,13
0.003059366332,11
0.003060048998,9
0.003060731664,7
0.00306141433,5
0.003062096996,3
0.003062779662,1
0.003108342333,14
0.003109024999,12
0.003109707665,10
0.003110390331,8
0.003111072997,6
0.003111755663,4
0.003112438329,2
0.003113120995,0
0.0031145546,0
0.0031145702,0
0.003116193,0
0.0031178314,0
0.0031194698,0
0.0031194854,0
0.0031211082,0
0.0031227466,0
0.003124385,0
0.0031244006,0
0.0031260234,0
0.0031276618,0
0.0031293002,0
0.0031293158,0
0.0031309386,0
0.003132577,0
0.003134231,0
0.0031391462,0
0.0031440614,0
0.0031489766,0
0.0031538918,0
0.003158001,15
0.003158683666,13
0.003159366332,11
0.003160048998,9
0.003160731664,7
0.00316141433,5
0.003162096996,3
0.003162779662,1
0.003208342333,15
0.003209024999,13
0.003209707665,11
0.003210390331,9
0.003211072997,7
0.003211755663,5
0.003212438329,3
0.003213120995,1
0.003258342333,14
0.003259024999,12
0.003259707665,10
0.003260390331,8
0.003261072997,6
0.003261755663,4
0.003262438329,2
0.003263120995,0
0.0032645546,0
0.003266193,0
0.0032669606,0
0.0032678314,0
0.0032694698,0
0.0032711082,0
0.0032718758,0
0.0032727466,0
0.003274385,0
0.0032760234,0
0.003276791,0
0.0032776618,0
0.0032793002,0
0.0032809386,0
0.0032817062,0
0.003282577,0
0.0032866214,0
0.0032915366,0
0.0032964518,0
0.003301367,0
0.0033062822,0
0.003308001,15
0.003308683666,13
0.003309366332,11
0.003310048998,9
0.003310731664,7
0.00331141433,5
0.003312096996,3
0.003312779662,1
0.003358342333,14
0.003359024999,12
0.003359707665,10
0.003360390331,8
0.003361072997,6
0.003361755663,4
0.003362438329,2
0.003363120995,0
0.0033645546,0
0.003366193,0
0.0033676894,0
0.0033678314,0
0.0033694698,0
0.0033711082,0
0.0033726046,0
0.0033727466,0
0.003374385,0
0.0033760234,0
0.0033775198,0
0.0033776618,0
0.0033793002,0
0.0033809386,0
0.003382435,0
0.003382577,0
0.0033873502,0
0.0033922654,0
0.0033971806,0
0.0034020958,0
0.003408001,16
0.003408683666,14
0.003409366332,12
0.003410048998,10
0.003410731664,8
0.00341141433,6
0.003412096996,4
0.003412779662,2
0.003413462328,0
0.0034145546,0
0.003416051,0
0.003416193,0
0.0034178314,0
0.0034194698,0
0.0034209662,0
0.0034211082,0
0.0034227466,0
0.003424385,0
0.0034258814,0
0.0034260234,0
0.0034276618,0
0.0034293002,0
0.0034307966,0
0.0034309386,0
0.003432577,0
0.0034342154,0
0.0034357118,0
0.003440627,0
0.0034455422,0
0.0034504574,0
0.0034553726,0
0.003458001,15
0.003458683666,13
0.003459366332,11
0.003460048998,9
0.003460731664,7
0.00346141433,5
0.003462096996,3
0.003462779662,1
0.003508342333,14
0.003509024999,12
0.003509707665,10
0.003510390331,8
0.003511072997,6
0.003511755663,4
0.003512438329,2
0.003513120995,0
0.0035145546,0
0.003516193,0
0.0035178314,0
0.0035193278,0
0.0035194698,0
0.0035211082,0
0.0035227466,0
0.003524243,0
0.003524385,0
0.0035260234,0
0.0035276618,0
0.0035291582,0
0.0035293002,0
0.0035309386,0
0.003532577,0
0.0035340734,0
0.0035389886,0
0.0035439038,0
0.003548819,0
0.0035537342,0
0.003558001,15
0.003558683666,13
0.003559366332,11
0.003560048998,9
0.003560731664,7
0.00356141433,5
0.003562096996,3
0.003562779662,1
0.003608342333,15
0.003609024999,13
0.003609707665,11
0.003610390331,9
0.003611072997,7
0.003611755663,5
0.003612438329,3
0.003613120995,1
0.003658342333,14
0.003659024999,12
0.003659707665,10
0.003660390331,8
0.003661072997,6
0.003661755663,4
0.003662438329,2
0.003663120995,0
0.0036645546,0
0.003666193,0
0.0036676894,0
0.0036678314,0
0.0036694698,0
0.0036711082,0
0.0036726046,0
0.0036727466,0
0.003674385,0
0.0036760234,0
0.0036775198,0
0.0036776618,0
0.0036793002,0
0.0036809386,0
0.003682435,0
0.003682577,0
0.0036873502,0
0.0036922654,0
0.0036971806,0
0.0037020958,0
0.003708001,15
0.003708683666,13
0.003709366332,11
0.003710048998,9
0.003710731664,7
0.00371141433,5
0.003712096996,3
0.003712779662,1
0.003758342333,14
0.003759024999,12
0.003759707665,10
0.003760390331,8
0.003761072997,6
0.003761755663,4
0.003762438329,2
0.003763120995,0
0.0037645546,0
0.003766051,0
0.003766193,0
0.0037678314,0
0.0037694698,0
0.0037709662,0
0.0037711082,0
0.0037727466,0
0.003774385,0
0.0037758814,0
0.0037760234,0
0.0037776618,0
0.0037793002,0
0.0037807966,0
0.0037809386,0
0.003782577,0
0.0037857118,0
0.003790627,0
0.0037955422,0
0.0038004574,0
0.003808001,16
0.003808683666,14
0.003809366332,12
0.003810048998,10
0.003810731664,8
0.00381141433,6
0.003812096996,4
0.003812779662,2
0.003813462328,0
0.0038145546,0
0.003816193,0
0.0038176894,0
0.0038178314,0
0.0038194698,0
0.0038211082,0
0.0038226046,0
0.0038227466,0
0.003824385,0
0.0038260234,0
0.0038275198,0
0.0038276618,0
0.0038293002,0
0.0038309386,0
0.003832435,0
0.003832577,0
0.0038342154,0
0.0038373502,0
0.0038422654,0
0.0038471806,0
0.003858001,15
0.003858683666,13
0.003859366332,11
0.003860048998,9
0.003860731664,7
0.00386141433,5
0.003862096996,3
0.003862779662,1
0.003908342333,14
0.003909024999,12
0.003909707665,10
0.003910390331,8
0.003911072997,6
0.003911755663,4
0.003912438329,2
0.003913120995,0
0.0039145546,0
0.003916051,0
0.003916193,0
0.0039178314,0
0.0039194698,0
0.0039209662,0
0.0039211082,0
0.0039227466,0
0.003924385,0
0.0039258814,0
0.0039260234,0
0.0039276618,0
0.0039293002,0
0.0039307966,0
0.0039309386,0
0.003932577,0
0.0039357118,0
0.003940627,0
0.0039455422,0
0.0039504574,0
0.003958001,15
0.003958683666,13
0.003959366332,11
0.003960048998,9
0.003960731664,7
0.00396141433,5
0.003962096996,3
0.003962779662,1
0.004008342333,15
0.004009024999,13
0.004009707665,11
0.004010390331,9
0.004011072997,7
0.004011755663,5
0.004012438329,3
0.004013120995,1
0.004058342333,14
0.004059024999,12
0.004059707665,10
0.004060390331,8
0.004061072997,6
0.004061755663,4
0.004062438329,2
0.004063120995,0
0.0040645546,0
0.004066193,0
0.0040676894,0
0.0040678314,0
0.0040694698,0
0.0040711082,0
0.0040726046,0
0.0040727466,0
0.004074385,0
0.0040760234,0
0.0040775198,0
0.0040776618,0
0.0040793002,0
0.0040809386,0
0.004082435,0
0.004082577,0
0.0040873502,0
0.0040922654,0
0.0040971806,0
0.0041020958,0
0.004108001,15
0.004108683666,13
0.004109366332,11
0.004110048998,9
0.004110731664,7
0.00411141433,5
0.004112096996,3
0.004112779662,1
0.004158342333,15
0.004159024999,13
0.004159707665,11
0.004160390331,9
0.004161072997,7
0.004161755663,5
0.004162438329,3
0.004163120995,1
0.004208342333,14
0.004209024999,12
0.004209707665,10
0.004210390331,8
0.004211072997,6
0.004211755663,4
0.004212438329,2
0.004213120995,0
0.0042145546,0
0.004216193,0
0.0042176894,0
0.0042178314,0
0.0042194698,0
0.0042211082,0
0.0042226046,0
0.0042227466,0
0.004224385,0
0.0042260234,0
0.0042275198,0
0.0042276618,0
0.0042293002,0
0.0042309386,0
0.004232435,0
0.004232577,0
0.0042373502,0
0.0042422654,0
0.0042471806,0
0.0042520958,0
0.004258001,15
0.004258683666,13
0.004259366332,11
0.004260048998,9
0.004260731664,7
0.00426141433,5
0.004262096996,3
0.004262779662,1
0.004308342333,14
0.004309024999,12
0.004309707665,10
0.004310390331,8
0.004311072997,6
0.004311755663,4
0.004312438329,2
0.004313120995,0
0.0043145546,0
0.004316051,0
0.004316193,0
0.0043178314,0
0.0043194698,0
0.0043209662,0
0.0043211082,0
0.0043227466,0
0.004324385,0
0.0043258814,0
0.0043260234,0
0.0043276618,0
0.0043293002,0
0.0043307966,0
0.0043309386,0
0.004332577,0
0.0043357118,0
0.004340627,0
0.0043455422,0
0.0043504574,0
0.004358001,16
0.004358683666,14
0.004359366332,12
0.004360048998,10
0.004360731664,8
0.00436141433,6
0.004362096996,4
0.004362779662,2
0.004363462328,0
0.0043645546,0
0.004366193,0
0.0043676894,0
0.0043678314,0
0.0043694698,0
0.0043711082,0
0.0043726046,0
0.0043727466,0
0.004374385,0
0.0043760234,0
0.0043775198,0
0.0043776618,0
0.0043793002,0
0.0043809386,0
0.004382435,0
0.004382577,0
0.0043842154,0
0.0043873502,0
0.0043922654,0
0.0043971806,0
0.004408001,15
0.004408683666,13
0.004409366332,11
0.004410048998,9
0.004410731664,7
0.00441141433,5
0.004412096996,3
0.004412779662,1
0.004458342333,14
0.004459024999,12
0.004459707665,10
0.004460390331,8
0.004461072997,6
0.004461755663,4
0.004462438329,2
0.004463120995,0
0.0044645546,0
0.004466051,0
0.004466193,0
0.0044678314,0
0.0044694698,0
0.0044709662,0
0.0044711082,0
0.0044727466,0
0.004474385,0
0.0044758814,0
0.0044760234,0
0.0044776618,0
0.0044793002,0
0.0044807966,0
0.0044809386,0
0.004482577,0
0.0044857118,0
0.004490627,0
0.0044955422,0
0.0045004574,0
0.004508001,15
0.004508683666,13
0.004509366332,11
0.004510048998,9
0.004510731664,7
0.00451141433,5
0.004512096996,3
0.004512779662,1
0.004558342333,15
0.004559024999,13
0.004559707665,11
0.004560390331,9
0.004561072997,7
0.004561755663,5
0.004562438329,3
0.004563120995,1
0.004608342333,14
0.004609024999,12
0.004609707665,10
0.004610390331,8
0.004611072997,6
0.004611755663,4
0.004612438329,2
0.004613120995,0
0.0046145546,0
0.004616193,0
0.0046176894,0
0.0046178314,0
0.0046194698,0
0.0046211082,0
0.0046226046,0
0.0046227466,0
0.004624385,0
0.0046260234,0
0.0046275198,0
0.0046276618,0
0.0046293002,0
0.0046309386,0
0.004632435,0
0.004632577,0
0.0046373502,0
0.0046422654,0
0.0046471806,0
0.0046520958,0
0.004658001,15
0.004658683666,13
0.004659366332,11
0.004660048998,9
0.004660731664,7
0.00466141433,5
0.004662096996,3
0.004662779662,1
0.004708342333,14
0.004709024999,12
0.004709707665,10
0.004710390331,8
0.004711072997,6
0.004711755663,4
0.004712438329,2
0.004713120995,0
0.0047145546,0
0.004716051,0
0.004716193,0
0.0047178314,0
0.0047194698,0
0.0047209662,0
0.0047211082,0
0.0047227466,0
0.004724385,0
0.0047258814,0
0.0047260234,0
0.0047276618,0
0.0047293002,0
0.0047307966,0
0.0047309386,0
0.004732577,0
0.0047357118,0
0.004740627,0
0.0047455422,0
0.0047504574,0
0.004758001,16
0.004758683666,14
0.004759366332,12
0.004760048998,10
0.004760731664,8
0.00476141433,6
0.004762096996,4
0.004762779662,2
0.004763462328,0
0.0047645546,0
0.004766193,0
0.0047676894,0
0.0047678314,0
0.0047694698,0
0.0047711082,0
0.0047726046,0
0.0047727466,0
0.004774385,0
0.0047760234,0
0.0047775198,0
0.0047776618,0
0.0047793002,0
0.0047809386,0
0.004782435,0
0.004782577,0
0.0047842154,0
0.0047873502,0
0.0047922654,0
0.0047971806,0
0.004808001,15
0.004808683666,13
0.004809366332,11
0.004810048998,9
0.004810731664,7
0.00481141433,5
0.004812096996,3
0.004812779662,1
0.004858342333,14
0.004859024999,12
0.004859707665,10
0.004860390331,8
0.004861072997,6
0.004861755663,4
0.004862438329,2
0.004863120995,0
0.0048645546,0
0.004866051,0
0.004866193,0
0.0048678314,0
0.0048694698,0
0.0048709662,0
0.0048711082,0
0.0048727466,0
0.004874385,0
0.0048758814,0
0.0048760234,0
0.0048776618,0
0.0048793002,0
0.0048807966,0
0.0048809386,0
0.004882577,0
0.0048857118,0
0.004890627,0
0.0048955422,0
0.0049004574,0
0.004908001,15
0.004908683666,13
0.004909366332,11
0.004910048998,9
0.004910731664,7
0.00491141433,5
0.004912096996,3
0.004912779662,1
0.004958342333,15
0.004959024999,13
0.004959707665,11
0.004960390331,9
0.004961072997,7
0.004961755663,5
0.004962438329,3
0.004963120995,1
0.005008342333,14
0.005009024999,12
0.005009707665,10
0.005010390331,8
0.005011072997,6
0.005011755663,4
0.005012438329,2
0.005013120995,0
0.0050145546,0
0.005016193,0
0.0050176894,0
0.0050178314,0
0.0050194698,0
0.0050211082,0
0.0050226046,0
0.0050227466,0
0.005024385,0
0.0050260234,0
0.0050275198,0
0.0050276618,0
0.0050293002,0
0.0050309386,0
0.005032435,0
0.005032577,0
0.0050373502,0
0.0050422654,0
0.0050471806,0
0.0050520958,0
0.005058001,15
0.005058683666,13
0.005059366332,11
0.005060048998,9
0.005060731664,7
0.00506141433,5
0.005062096996,3
0.005062779662,1
0.005108342333,14
0.005109024999,12
0.005109707665,10
0.005110390331,8
0.005111072997,6
0.005111755663,4
0.005112438329,2
0.005113120995,0
0.0051145546,0
0.005116051,0
0.005116193,0
0.0051178314,0
0.0051194698,0
0.0051209662,0
0.0051211082,0
0.0051227466,0
0.005124385,0
0.0051258814,0
0.0051260234,0
0.0051276618,0
0.0051293002,0
0.0051307966,0
0.0051309386,0
0.005132577,0
0.0051357118,0
0.005140627,0
0.0051455422,0
0.0051504574,0
0.005158001,16
0.005158683666,14
0.005159366332,12
0.005160048998,10
0.005160731664,8
0.00516141433,6
0.005162096996,4
0.005162779662,2
0.005163462328,0
0.0051645546,0
0.005166193,0
0.0051676894,0
0.0051678314,0
0.0051694698,0
0.0051711082,0
0.0051726046,0
0.0051727466,0
0.005174385,0
0.0051760234,0
0.0051775198,0
0.0051776618,0
0.0051793002,0
0.0051809386,0
0.005182435,0
0.005182577,0
0.0051842154,0
0.0051873502,0
0.0051922654,0
0.0051971806,0
0.005208001,15
0.005208683666,13
0.005209366332,11
0.005210048998,9
0.005210731664,7
0.00521141433,5
0.005212096996,3
0.005212779662,1
0.005258342333,14
0.005259024999,12
0.005259707665,10
0.005260390331,8
0.005261072997,6
0.005261755663,4
0.005262438329,2
0.005263120995,0
0.0052645546,0
0.005266051,0
0.005266193,0
0.0052678314,0
0.0052694698,0
0.0052709662,0
0.0052711082,0
0.0052727466,0
0.005274385,0
0.0052758814,0
0.0052760234,0
0.0052776618,0
0.0052793002,0
0.0052807966,0
0.0052809386,0
0.005282577,0
0.0052857118,0
0.005290627,0
0.0052955422,0
0.0053004574,0
0.005308001,15
0.005308683666,13
0.005309366332,11
0.005310048998,9
0.005310731664,7
0.00531141433,5
0.005312096996,3
0.005312779662,1
0.005358342333,15
0.005359024999,13
0.005359707665,11
0.005360390331,9
0.005361072997,7
0.005361755663,5
0.005362438329,3
0.005363120995,1
0.005408342333,14
0.005409024999,12
0.005409707665,10
0.005410390331,8
0.005411072997,6
0.005411755663,4
0.005412438329,2
0.005413120995,0
0.0054145546,0
0.005416193,0
0.0054176894,0
0.0054178314,0
0.0054194698,0
0.0054211082,0
0.0054226046,0
0.0054227466,0
0.005424385,0
0.0054260234,0
0.0054275198,0
0.0054276618,0
0.0054293002,0
0.0054309386,0
0.005432435,0
0.005432577,0
0.0054373502,0
0.0054422654,0
0.0054471806,0
0.0054520958,0
0.005458001,15
0.005458683666,13
0.005459366332,11
0.005460048998,9
0.005460731664,7
0.00546141433,5
0.005462096996,3
0.005462779662,1
0.005508342333,14
0.005509024999,12
0.005509707665,10
0.005510390331,8
0.005511072997,6
0.005511755663,4
0.005512438329,2
0.005513120995,0
0.0055145546,0
0.005516051,0
0.005516193,0
0.0055178314,0
0.0055194698,0
0.0055209662,0
0.0055211082,0
0.0055227466,0
0.005524385,0
0.0055258814,0
0.0055260234,0
0.0055276618,0
0.0055293002,0
0.0055307966,0
0.0055309386,0
0.005532577,0
0.0055357118,0
0.005540627,0
0.0055455422,0
0.0055504574,0
0.005558001,16
0.005558683666,14
0.005559366332,12
0.005560048998,10
0.005560731664,8
0.00556141433,6
0.005562096996,4
0.005562779662,2
0.005563462328,0
0.0055645546,0
0.005566193,0
0.0055676894,0
0.0055678314,0
0.0055694698,0
0.0055711082,0
0.0055726046,0
0.0055727466,0
