time,demo_victim_network.T_1.port[0].vlarb.StaticFreeCreditsNum in vla
0.000048451,200
0.0000533662,195
0.0000582814,190
0.0000631966,185
0.0000681118,180
0.000073027,175
0.0000779422,170
0.0000828638,165
0.000087779,160
0.0000926942,155
0.0000976094,150
0.0001025246,145
0.0001074398,140
0.000112355,162
0.0001172702,157
0.0001221854,152
0.0001271006,147
0.0001320158,142
0.0001369374,137
0.0001418526,132
0.0001467678,127
0.000151683,122
0.0001565982,117
0.0001615134,142
0.0001664286,137
0.0001713438,132
0.000176259,127
0.0001811742,122
0.0001860958,117
0.000191011,112
0.0001959262,107
0.0002008414,102
0.0002057566,97
0.0002106718,123
0.000215587,118
0.0002205022,113
0.0002254174,108
0.0002303326,103
0.0002352542,98
0.0002401694,93
0.0002450846,88
0.0002499998,83
0.000254915,78
0.0002598302,103
0.0002647454,98
0.0002696606,93
0.0002745758,88
0.000279491,83
0.0002844126,78
0.0002893278,73
0.000294243,69
0.000294293,69
0.000299549533,65
0.0003008466,65
0.0003024914,65
0.000306109533,61
0.0003074066,61
0.000312663133,88
0.0003139602,88
0.000319216733,84
0.0003205138,84
0.000325770333,80
0.0003270674,80
0.000332323933,76
0.000333621,76
0.000338877533,72
0.0003401746,72
0.000345431133,68
0.0003467282,68
0.000352332466,64
0.0003532882,64
0.000358544733,90
0.0003598418,90
0.000365098333,86
0.0003663954,86
0.000371651933,82
0.000372949,82
0.000378205533,78
0.0003795026,78
0.000384759133,74
0.0003860562,74
0.000391312733,70
0.0003926098,70
0.000397866333,66
0.0003991634,66
0.000404426333,62
0.0004057234,62
0.000410979933,89
0.000412277,89
0.000417533533,85
0.0004188306,85
0.000424087133,81
0.0004253842,81
0.000430640733,77
0.0004319378,77
0.000437194333,73
0.0004384914,73
0.000443747933,69
0.000445045,69
0.000450301533,65
0.0004515986,65
0.0004532434,65
0.000456861533,61
0.000458001,91
0.0004581586,91
0.000463415133,87
0.0004647122,87
0.000469968733,83
0.0004712658,83
0.000476522333,79
0.0004778194,79
0.000483075933,75
0.000484373,75
0.000489629533,71
0.0004909266,71
0.000496183133,67
0.0004974802,67
0.000503084466,63
0.0005040402,63
0.000509296733,90
0.0005105938,90
0.000515850333,86
0.0005171474,86
0.000522403933,82
0.000523701,82
0.000528957533,78
0.0005302546,78
0.000535511133,74
0.0005368082,74
0.000542064733,70
0.0005433618,70
0.000548618333,66
0.0005499154,66
0.000555178333,62
0.0005564754,62
0.000561731933,88
0.000563029,88
0.000568285533,84
0.0005695826,84
0.000574839133,80
0.0005761362,80
0.000581392733,76
