time,demo_victim_network.H_7.gen.Throughput
0.076,3.35872e+009
0.0762,3.35872e+009
0.0764,3.2768e+009
0.0766,3.35872e+009
0.0768,3.35872e+009
0.077,3.2768e+009
0.0772,3.35872e+009
0.0774,3.35872e+009
0.0776,3.2768e+009
0.0778,3.35872e+009
0.078,3.35872e+009
0.0782,3.35872e+009
0.0784,3.2768e+009
0.0786,3.35872e+009
0.0788,3.35872e+009
0.079,3.2768e+009
0.0792,3.35872e+009
0.0794,3.35872e+009
0.0796,3.2768e+009
0.0798,3.35872e+009
0.08,3.35872e+009
0.0802,3.2768e+009
0.0804,3.35872e+009
0.0806,3.35872e+009
0.0808,3.2768e+009
0.081,3.35872e+009
0.0812,3.35872e+009
0.0814,3.2768e+009
0.0816,3.35872e+009
0.0818,3.35872e+009
0.082,3.35872e+009
0.0822,3.2768e+009
0.0824,3.35872e+009
0.0826,3.35872e+009
0.0828,3.2768e+009
0.083,3.35872e+009
0.0832,3.35872e+009
0.0834,3.2768e+009
0.0836,3.35872e+009
0.0838,3.35872e+009
0.084,3.2768e+009
0.0842,3.35872e+009
0.0844,3.35872e+009
0.0846,3.2768e+009
0.0848,3.35872e+009
0.085,3.35872e+009
0.0852,3.2768e+009
0.0854,3.35872e+009
0.0856,3.35872e+009
0.0858,3.35872e+009
0.086,3.2768e+009
0.0862,3.35872e+009
0.0864,3.35872e+009
0.0866,3.2768e+009
0.0868,3.35872e+009
0.087,3.35872e+009
0.0872,3.2768e+009
0.0874,3.35872e+009
0.0876,3.35872e+009
0.0878,3.2768e+009
0.088,3.35872e+009
0.0882,3.35872e+009
0.0884,3.2768e+009
0.0886,3.35872e+009
0.0888,3.35872e+009
0.089,3.2768e+009
0.0892,3.35872e+009
0.0894,3.35872e+009
0.0896,3.35872e+009
0.0898,3.2768e+009
0.09,3.35872e+009
0.0902,3.35872e+009
0.0904,3.2768e+009
0.0906,3.35872e+009
0.0908,3.35872e+009
0.091,3.2768e+009
0.0912,3.35872e+009
0.0914,3.35872e+009
0.0916,3.2768e+009
0.0918,3.35872e+009
0.092,3.35872e+009
0.0922,3.2768e+009
0.0924,3.35872e+009
0.0926,3.35872e+009
0.0928,3.35872e+009
0.093,3.2768e+009
0.0932,3.35872e+009
0.0934,3.35872e+009
0.0936,3.2768e+009
0.0938,3.35872e+009
0.094,3.35872e+009
0.0942,3.2768e+009
0.0944,3.35872e+009
0.0946,3.35872e+009
0.0948,3.2768e+009
0.095,3.35872e+009
0.0952,3.35872e+009
0.0954,3.2768e+009
0.0956,3.35872e+009
0.0958,3.35872e+009
0.096,3.2768e+009
0.0962,3.35872e+009
0.0964,3.35872e+009
0.0966,3.35872e+009
0.0968,3.2768e+009
0.097,3.35872e+009
0.0972,3.35872e+009
0.0974,3.2768e+009
0.0976,3.35872e+009
0.0978,3.35872e+009
0.098,3.2768e+009
0.0982,3.35872e+009
0.0984,3.35872e+009
0.0986,3.2768e+009
0.0988,3.35872e+009
0.099,3.35872e+009
0.0992,3.2768e+009
0.0994,3.35872e+009
0.0996,3.35872e+009
0.0998,3.2768e+009
0.1,3.35872e+009
0.1002,3.35872e+009
0.1004,3.35872e+009
0.1006,3.2768e+009
0.1008,3.35872e+009
0.101,3.35872e+009
0.1012,3.2768e+009
0.1014,3.35872e+009
0.1016,3.35872e+009
0.1018,3.2768e+009
0.102,3.35872e+009
0.1022,3.35872e+009
0.1024,3.2768e+009
0.1026,3.35872e+009
0.1028,3.35872e+009
0.103,3.2768e+009
0.1032,3.35872e+009
0.1034,3.35872e+009
0.1036,3.2768e+009
0.1038,3.35872e+009
0.104,3.35872e+009
0.1042,3.35872e+009
0.1044,3.2768e+009
0.1046,3.35872e+009
0.1048,3.35872e+009
0.105,3.2768e+009
0.1052,3.35872e+009
0.1054,3.35872e+009
0.1056,3.2768e+009
0.1058,3.35872e+009
0.106,3.35872e+009
0.1062,3.2768e+009
0.1064,3.35872e+009
0.1066,3.35872e+009
0.1068,3.2768e+009
0.107,3.35872e+009
0.1072,3.35872e+009
0.1074,3.35872e+009
0.1076,3.2768e+009
0.1078,3.35872e+009
0.108,3.35872e+009
0.1082,3.2768e+009
0.1084,3.35872e+009
0.1086,3.35872e+009
0.1088,3.2768e+009
0.109,3.35872e+009
0.1092,3.35872e+009
0.1094,3.2768e+009
0.1096,3.35872e+009
0.1098,3.35872e+009
0.11,3.2768e+009
0.1102,3.35872e+009
0.1104,3.35872e+009
0.1106,3.2768e+009
0.1108,3.35872e+009
0.111,3.35872e+009
0.1112,3.35872e+009
0.1114,3.2768e+009
0.1116,3.35872e+009
0.1118,3.35872e+009
0.112,3.2768e+009
0.1122,3.35872e+009
0.1124,3.35872e+009
0.1126,3.2768e+009
0.1128,3.35872e+009
0.113,3.35872e+009
0.1132,3.2768e+009
0.1134,3.35872e+009
0.1136,3.35872e+009
0.1138,3.2768e+009
0.114,3.35872e+009
0.1142,3.35872e+009
0.1144,3.2768e+009
0.1146,3.35872e+009
0.1148,3.35872e+009
0.115,3.35872e+009
0.1152,3.2768e+009
0.1154,3.35872e+009
0.1156,3.35872e+009
0.1158,3.2768e+009
0.116,3.35872e+009
0.1162,3.35872e+009
0.1164,3.2768e+009
0.1166,3.35872e+009
0.1168,3.35872e+009
0.117,3.2768e+009
0.1172,3.35872e+009
0.1174,3.35872e+009
0.1176,3.2768e+009
0.1178,3.35872e+009
0.118,3.35872e+009
0.1182,3.2768e+009
0.1184,3.35872e+009
0.1186,3.35872e+009
0.1188,3.35872e+009
0.119,3.2768e+009
0.1192,3.35872e+009
0.1194,3.35872e+009
0.1196,3.2768e+009
0.1198,3.35872e+009
0.12,3.35872e+009
0.1202,3.2768e+009
0.1204,3.35872e+009
0.1206,3.35872e+009
0.1208,3.2768e+009
0.121,3.35872e+009
0.1212,3.35872e+009
0.1214,3.2768e+009
0.1216,3.35872e+009
0.1218,3.35872e+009
0.122,3.35872e+009
0.1222,3.2768e+009
0.1224,3.35872e+009
0.1226,3.35872e+009
0.1228,3.2768e+009
0.123,3.35872e+009
0.1232,3.35872e+009
0.1234,3.2768e+009
0.1236,3.35872e+009
0.1238,3.35872e+009
0.124,3.2768e+009
0.1242,3.35872e+009
0.1244,3.35872e+009
0.1246,3.2768e+009
0.1248,3.35872e+009
0.125,3.35872e+009
0.1252,3.2768e+009
0.1254,3.35872e+009
0.1256,3.35872e+009
0.1258,3.35872e+009
0.126,3.2768e+009
0.1262,3.35872e+009
0.1264,3.35872e+009
0.1266,3.2768e+009
0.1268,3.35872e+009
0.127,3.35872e+009
0.1272,3.2768e+009
0.1274,3.35872e+009
0.1276,3.35872e+009
0.1278,3.2768e+009
0.128,3.35872e+009
0.1282,3.35872e+009
0.1284,3.2768e+009
0.1286,3.35872e+009
0.1288,3.35872e+009
0.129,3.2768e+009
0.1292,3.35872e+009
0.1294,3.35872e+009
0.1296,3.35872e+009
0.1298,3.2768e+009
0.13,3.35872e+009
0.1302,3.35872e+009
0.1304,3.2768e+009
0.1306,3.35872e+009
0.1308,3.35872e+009
0.131,3.2768e+009
0.1312,3.35872e+009
0.1314,3.35872e+009
0.1316,3.2768e+009
0.1318,3.35872e+009
0.132,3.35872e+009
0.1322,3.2768e+009
0.1324,3.35872e+009
0.1326,3.35872e+009
0.1328,3.2768e+009
0.133,3.35872e+009
0.1332,3.35872e+009
0.1334,3.35872e+009
0.1336,3.2768e+009
0.1338,3.35872e+009
0.134,3.35872e+009
0.1342,3.2768e+009
0.1344,3.35872e+009
0.1346,3.35872e+009
0.1348,3.2768e+009
0.135,3.35872e+009
0.1352,3.35872e+009
0.1354,3.2768e+009
0.1356,3.35872e+009
0.1358,3.35872e+009
0.136,3.2768e+009
0.1362,3.35872e+009
0.1364,3.35872e+009
0.1366,3.35872e+009
0.1368,3.2768e+009
0.137,3.35872e+009
0.1372,3.35872e+009
0.1374,3.2768e+009
0.1376,3.35872e+009
0.1378,3.35872e+009
0.138,3.2768e+009
0.1382,3.35872e+009
0.1384,3.35872e+009
0.1386,3.2768e+009
0.1388,3.35872e+009
0.139,3.35872e+009
0.1392,3.2768e+009
0.1394,3.35872e+009
0.1396,3.35872e+009
0.1398,3.2768e+009
0.14,3.35872e+009
0.1402,3.35872e+009
0.1404,3.35872e+009
0.1406,3.2768e+009
0.1408,3.35872e+009
0.141,3.35872e+009
0.1412,3.2768e+009
0.1414,3.35872e+009
0.1416,3.35872e+009
0.1418,3.2768e+009
0.142,3.35872e+009
0.1422,3.35872e+009
0.1424,3.2768e+009
0.1426,3.35872e+009
0.1428,3.35872e+009
0.143,3.2768e+009
0.1432,3.35872e+009
0.1434,3.35872e+009
0.1436,3.2768e+009
0.1438,3.35872e+009
0.144,3.35872e+009
0.1442,3.35872e+009
0.1444,3.2768e+009
0.1446,3.35872e+009
0.1448,3.35872e+009
0.145,3.2768e+009
0.1452,3.35872e+009
0.1454,3.35872e+009
0.1456,3.2768e+009
0.1458,3.35872e+009
0.146,3.35872e+009
0.1462,3.2768e+009
0.1464,3.35872e+009
0.1466,3.35872e+009
0.1468,3.2768e+009
0.147,3.35872e+009
0.1472,3.35872e+009
0.1474,3.2768e+009
0.1476,3.35872e+009
0.1478,3.35872e+009
0.148,3.35872e+009
0.1482,3.2768e+009
0.1484,3.35872e+009
0.1486,3.35872e+009
0.1488,3.2768e+009
0.149,3.35872e+009
0.1492,3.35872e+009
0.1494,3.2768e+009
0.1496,3.35872e+009
0.1498,3.35872e+009
0.15,3.2768e+009
0.1502,3.35872e+009
0.1504,3.35872e+009
0.1506,3.2768e+009
0.1508,3.35872e+009
0.151,3.35872e+009
0.1512,3.35872e+009
0.1514,3.2768e+009
0.1516,3.35872e+009
0.1518,3.35872e+009
0.152,3.2768e+009
0.1522,3.35872e+009
0.1524,3.35872e+009
0.1526,3.2768e+009
0.1528,3.35872e+009
0.153,3.35872e+009
0.1532,3.2768e+009
0.1534,3.35872e+009
0.1536,3.35872e+009
0.1538,3.2768e+009
0.154,3.35872e+009
0.1542,3.35872e+009
0.1544,3.2768e+009
0.1546,3.35872e+009
0.1548,3.35872e+009
0.155,3.35872e+009
0.1552,3.2768e+009
0.1554,3.35872e+009
0.1556,3.35872e+009
0.1558,3.2768e+009
0.156,3.35872e+009
0.1562,3.35872e+009
0.1564,3.2768e+009
0.1566,3.35872e+009
0.1568,3.35872e+009
0.157,3.2768e+009
0.1572,3.35872e+009
0.1574,3.35872e+009
0.1576,3.2768e+009
0.1578,3.35872e+009
0.158,3.35872e+009
0.1582,3.2768e+009
0.1584,3.35872e+009
0.1586,3.35872e+009
0.1588,3.35872e+009
0.159,3.2768e+009
0.1592,3.35872e+009
0.1594,3.35872e+009
0.1596,3.2768e+009
0.1598,3.35872e+009
0.16,3.35872e+009
0.1602,3.2768e+009
0.1604,3.35872e+009
0.1606,3.35872e+009
0.1608,3.2768e+009
0.161,3.35872e+009
0.1612,3.35872e+009
0.1614,3.2768e+009
0.1616,3.35872e+009
0.1618,3.35872e+009
0.162,3.2768e+009
0.1622,3.35872e+009
0.1624,3.35872e+009
0.1626,3.35872e+009
0.1628,3.2768e+009
0.163,3.35872e+009
0.1632,3.35872e+009
0.1634,3.2768e+009
0.1636,3.35872e+009
0.1638,3.35872e+009
0.164,3.2768e+009
0.1642,3.35872e+009
0.1644,3.35872e+009
0.1646,3.2768e+009
0.1648,3.35872e+009
0.165,3.35872e+009
0.1652,3.2768e+009
0.1654,3.35872e+009
0.1656,3.35872e+009
0.1658,3.2768e+009
0.166,3.35872e+009
0.1662,3.35872e+009
0.1664,3.35872e+009
0.1666,3.2768e+009
0.1668,3.35872e+009
0.167,3.35872e+009
0.1672,3.2768e+009
0.1674,3.35872e+009
0.1676,3.35872e+009
0.1678,3.2768e+009
0.168,3.35872e+009
0.1682,3.35872e+009
0.1684,3.2768e+009
0.1686,3.35872e+009
0.1688,3.35872e+009
0.169,3.2768e+009
0.1692,3.35872e+009
0.1694,3.35872e+009
0.1696,3.35872e+009
0.1698,3.2768e+009
0.17,3.35872e+009
0.1702,3.35872e+009
0.1704,3.2768e+009
0.1706,3.35872e+009
0.1708,3.35872e+009
0.171,3.2768e+009
0.1712,3.35872e+009
0.1714,3.35872e+009
0.1716,3.2768e+009
0.1718,3.35872e+009
0.172,3.35872e+009
0.1722,3.2768e+009
0.1724,3.35872e+009
0.1726,3.35872e+009
0.1728,3.2768e+009
0.173,3.35872e+009
0.1732,3.35872e+009
0.1734,3.35872e+009
0.1736,3.2768e+009
0.1738,3.35872e+009
0.174,3.35872e+009
0.1742,3.2768e+009
0.1744,3.35872e+009
0.1746,3.35872e+009
0.1748,3.2768e+009
0.175,3.35872e+009
0.1752,3.35872e+009
0.1754,3.2768e+009
0.1756,3.35872e+009
0.1758,3.35872e+009
0.176,3.2768e+009
0.1762,3.35872e+009
0.1764,3.35872e+009
0.1766,3.2768e+009
0.1768,3.35872e+009
0.177,3.35872e+009
0.1772,3.35872e+009
0.1774,3.2768e+009
0.1776,3.35872e+009
0.1778,3.35872e+009
0.178,3.2768e+009
0.1782,3.35872e+009
0.1784,3.35872e+009
0.1786,3.2768e+009
0.1788,3.35872e+009
0.179,3.35872e+009
0.1792,3.2768e+009
0.1794,3.35872e+009
0.1796,3.35872e+009
0.1798,3.2768e+009
0.18,3.35872e+009
0.1802,3.35872e+009
0.1804,3.2768e+009
0.1806,3.35872e+009
0.1808,3.35872e+009
0.181,3.35872e+009
0.1812,3.2768e+009
0.1814,3.35872e+009
0.1816,3.35872e+009
0.1818,3.2768e+009
0.182,3.35872e+009
0.1822,3.35872e+009
0.1824,3.2768e+009
0.1826,3.35872e+009
0.1828,3.35872e+009
0.183,3.2768e+009
0.1832,3.35872e+009
0.1834,3.35872e+009
0.1836,3.2768e+009
0.1838,3.35872e+009
0.184,3.35872e+009
0.1842,3.35872e+009
0.1844,3.2768e+009
0.1846,3.35872e+009
0.1848,3.35872e+009
0.185,3.2768e+009
0.1852,3.35872e+009
0.1854,3.35872e+009
0.1856,3.2768e+009
0.1858,3.35872e+009
0.186,3.35872e+009
0.1862,3.2768e+009
0.1864,3.35872e+009
0.1866,3.35872e+009
0.1868,3.2768e+009
0.187,3.35872e+009
0.1872,3.35872e+009
0.1874,3.2768e+009
0.1876,3.35872e+009
0.1878,3.35872e+009
0.188,3.35872e+009
0.1882,3.2768e+009
0.1884,3.35872e+009
0.1886,3.35872e+009
0.1888,3.2768e+009
0.189,3.35872e+009
0.1892,3.35872e+009
0.1894,3.2768e+009
0.1896,3.35872e+009
0.1898,3.35872e+009
0.19,3.2768e+009
0.1902,3.35872e+009
0.1904,3.35872e+009
0.1906,3.2768e+009
0.1908,3.35872e+009
0.191,3.35872e+009
0.1912,3.2768e+009
0.1914,3.35872e+009
0.1916,3.35872e+009
0.1918,3.35872e+009
0.192,3.2768e+009
0.1922,3.35872e+009
0.1924,3.35872e+009
0.1926,3.2768e+009
0.1928,3.35872e+009
0.193,3.35872e+009
0.1932,3.2768e+009
0.1934,3.35872e+009
0.1936,3.35872e+009
0.1938,3.2768e+009
0.194,3.35872e+009
0.1942,3.35872e+009
0.1944,3.2768e+009
0.1946,3.35872e+009
0.1948,3.35872e+009
0.195,3.2768e+009
0.1952,3.35872e+009
0.1954,3.35872e+009
0.1956,3.35872e+009
0.1958,3.2768e+009
0.196,3.35872e+009
0.1962,3.35872e+009
0.1964,3.2768e+009
0.1966,3.35872e+009
0.1968,3.35872e+009
0.197,3.2768e+009
0.1972,3.35872e+009
0.1974,3.35872e+009
0.1976,3.2768e+009
0.1978,3.35872e+009
0.198,3.35872e+009
0.1982,3.2768e+009
0.1984,3.35872e+009
0.1986,3.35872e+009
0.1988,3.35872e+009
0.199,3.2768e+009
0.1992,3.35872e+009
0.1994,3.35872e+009
0.1996,3.2768e+009
0.1998,3.35872e+009
0.2,3.35872e+009
