time,demo_network.H_1.obuf.Throughput-obuf
0.000025001,27.543
0.000050001,15.0886
0.000075001,15.744
0.000100001,15.0886
0.000125001,15.744
0.000150001,15.0886
0.000175001,15.0886
0.000200001,15.744
0.000225001,15.0886
0.000250001,15.744
0.000275001,15.0912
0.000300001,15.744
0.000325001,15.0886
0.000350001,15.744
0.000375001,15.0886
0.000400001,15.744
0.000425001,15.0886
0.000450001,15.744
0.000475001,16.3994
0.000500001,17.7126
0.000525001,15.0886
0.000550001,15.744
0.000575001,15.0886
0.000600001,15.744
0.000625001,17.0547
0.000650001,17.0547
0.000675001,15.744
0.000700001,15.0886
0.000725001,15.744
0.000750001,15.7466
0.000775001,16.3994
0.000800001,17.7101
0.000825001,15.0886
0.000850001,15.744
0.000875001,15.0886
0.000900001,15.744
0.000925001,17.0547
0.000950001,17.0547
0.000975001,15.7466
0.001000001,15.0886
0.001025001,15.744
0.001050001,15.744
0.001075001,17.0547
0.001100001,16.3994
0.001125001,15.744
0.001150001,15.0886
0.001175001,15.744
0.001200001,15.744
0.001225001,17.0573
0.001250001,17.0547
0.001275001,15.0886
0.001300001,15.744
0.001325001,15.0886
0.001350001,16.3994
0.001375001,17.0547
0.001400001,16.3994
0.001425001,15.744
0.001450001,15.0912
0.001475001,15.744
0.001500001,15.744
0.001525001,17.0547
0.001550001,16.3994
0.001575001,15.744
0.001600001,15.0886
0.001625001,15.744
0.001650001,16.3994
0.001675001,17.0547
0.001700001,16.3994
0.001725001,15.0912
0.001750001,15.744
0.001775001,15.0886
0.001800001,16.3994
0.001825001,17.0547
0.001850001,16.3994
0.001875001,15.744
0.001900001,15.0886
0.001925001,15.744
0.001950001,15.7466
0.001975001,17.0547
0.002000001,16.3994
0.002025001,15.744
0.002050001,15.0886
0.002075001,15.744
0.002100001,16.3994
0.002125001,17.0547
0.002150001,16.3994
0.002175001,15.0912
0.002200001,15.744
0.002225001,15.744
0.002250001,15.744
0.002275001,17.7101
0.002300001,15.744
0.002325001,15.744
0.002350001,15.0886
0.002375001,15.744
0.002400001,16.3994
0.002425001,17.7126
0.002450001,15.744
0.002475001,15.0886
0.002500001,15.0886
0.002525001,15.744
0.002550001,17.0547
0.002575001,17.0547
0.002600001,15.744
0.002625001,15.0886
0.002650001,15.744
0.002675001,15.744
0.002700001,16.4019
0.002725001,17.7101
0.002750001,15.0886
0.002775001,15.744
0.002800001,15.0886
0.002825001,15.744
0.002850001,17.0547
0.002875001,17.0547
0.002900001,15.744
0.002925001,15.0912
0.002950001,15.744
0.002975001,15.744
0.003000001,16.3994
0.003025001,17.0547
0.003050001,15.744
0.003075001,15.0886
0.003100001,15.744
0.003125001,15.744
0.003150001,17.0573
0.003175001,17.0547
0.003200001,15.0886
0.003225001,15.744
0.003250001,15.0886
0.003275001,16.3994
0.003300001,17.0547
0.003325001,16.3994
0.003350001,15.744
0.003375001,15.0886
0.003400001,15.7466
0.003425001,15.744
0.003450001,16.3994
0.003475001,17.0547
0.003500001,15.744
0.003525001,15.0886
0.003550001,15.744
0.003575001,15.744
0.003600001,17.0547
0.003625001,17.0547
0.003650001,15.0912
0.003675001,15.744
0.003700001,15.0886
0.003725001,16.3994
0.003750001,17.0547
0.003775001,16.3994
0.003800001,15.744
0.003825001,15.0886
0.003850001,15.744
0.003875001,15.7466
0.003900001,17.0547
0.003925001,17.0547
0.003950001,15.0886
0.003975001,15.0886
0.004000001,15.744
0.004025001,16.3994
0.004050001,17.0547
0.004075001,16.3994
0.004100001,15.0886
0.004125001,15.7466
0.004150001,15.744
0.004175001,15.744
0.004200001,17.7101
0.004225001,15.744
0.004250001,15.744
0.004275001,15.0886
0.004300001,15.744
0.004325001,16.3994
0.004350001,17.0573
0.004375001,16.3994
0.004400001,15.0886
0.004425001,15.0886
0.004450001,15.744
0.004475001,17.0547
0.004500001,17.0547
0.004525001,15.744
0.004550001,15.0886
0.004575001,15.744
0.004600001,15.744
0.004625001,16.4019
0.004650001,17.7101
0.004675001,15.0886
0.004700001,15.744
0.004725001,15.0886
0.004750001,15.744
0.004775001,17.0547
0.004800001,17.0547
0.004825001,15.744
0.004850001,15.0912
0.004875001,15.744
0.004900001,15.744
0.004925001,16.3994
0.004950001,17.0547
0.004975001,15.744
0.005000001,15.0886
0.005025001,15.744
0.005050001,15.744
0.005075001,17.0547
0.005100001,17.0573
0.005125001,15.0886
0.005150001,15.744
0.005175001,15.0886
0.005200001,15.744
0.005225001,17.0547
0.005250001,17.0547
0.005275001,15.744
0.005300001,15.0886
0.005325001,15.7466
0.005350001,15.744
0.005375001,16.3994
0.005400001,17.7101
0.005425001,15.0886
0.005450001,15.0886
0.005475001,15.744
0.005500001,15.744
0.005525001,17.0547
0.005550001,17.0547
0.005575001,15.0912
0.005600001,15.744
0.005625001,15.0886
0.005650001,16.3994
0.005675001,17.0547
0.005700001,16.3994
0.005725001,15.744
0.005750001,15.0886
0.005775001,15.744
0.005800001,15.7466
0.005825001,17.0547
0.005850001,17.0547
0.005875001,15.0886
0.005900001,15.0886
0.005925001,15.744
0.005950001,16.3994
0.005975001,17.0547
0.006000001,16.3994
0.006025001,15.0886
0.006050001,15.744
0.006075001,15.7466
0.006100001,15.744
0.006125001,17.7101
0.006150001,15.744
0.006175001,15.744
