time,demo_network.SW_2.port[2].vlarb.available credits in vla
0.000000563,32
0.000000634111,31
0.000001075,30
0.000001146111,29
0.000001587,28
0.000001658111,27
0.000002099,26
0.000002099,26
0.000002149,26
0.000002220111,25
0.000002611,25
0.000002661,25
0.000002732111,24
0.000003173,24
0.000003244111,23
0.000003685,23
0.000003756111,22
0.000004097,29
0.000004197,29
0.000004711,29
0.000004782111,28
0.000004853222,27
0.000005223,27
0.000005294111,26
0.000005735,26
0.000005806111,25
0.000006247,25
0.000006318111,24
0.000006759,24
0.000006830111,23
0.000007271,23
0.000007342111,22
0.000007783,22
0.000007854111,21
0.000008193,29
0.000008295,29
0.000008809,29
0.000008880111,28
0.000008951222,27
0.000009059,27
0.000009321,27
0.000009392111,26
0.000009833,26
0.000009904111,25
0.000010345,25
0.000010416111,24
0.000010595,24
0.000010857,24
0.000010928111,23
0.000011369,23
0.000011440111,22
0.000011881,22
0.000011952111,21
0.000012131,21
0.000012393,21
0.000012593,30
0.000012664111,29
0.000012907,29
0.000012978111,28
0.000013419,28
0.000013490111,27
0.000013669,27
0.000013931,27
0.000014002111,26
0.000014443,26
0.000014514111,25
0.000014955,25
0.000015026111,24
0.000015205,24
0.000015467,24
0.000015538111,23
0.000015979,23
0.000016050111,22
0.000016385,29
0.000016491,29
0.000016741,29
0.000016812111,28
0.000017005,28
0.000017076111,27
0.000017517,27
0.000017588111,26
0.000018029,26
0.000018100111,25
0.000018279,25
0.000018541,25
0.000018612111,24
0.000019053,24
0.000019124111,23
0.000019565,23
0.000019636111,22
0.000019815,22
0.000020077,22
0.000020148111,21
0.000020481,29
0.000020589,29
0.000021103,29
0.000021174111,28
0.000021245222,27
0.000021353,27
0.000021615,27
0.000021686111,26
0.000022127,26
0.000022198111,25
0.000022639,25
0.000022710111,24
0.000022889,24
0.000023151,24
0.000023222111,23
0.000023663,23
0.000023734111,22
0.000024175,22
0.000024246111,21
0.000024425,21
0.000024687,21
0.000024887,30
0.000024958111,29
0.000025201,29
0.000025272111,28
0.000025713,28
0.000025784111,27
0.000025963,27
0.000026225,27
0.000026296111,26
0.000026737,26
0.000026808111,25
0.000027249,25
0.000027320111,24
0.000027499,24
0.000027761,24
0.000027832111,23
0.000028273,23
0.000028344111,22
0.000028673,29
0.000028785,29
0.000029035,29
0.000029106111,28
0.000029299,28
0.000029370111,27
0.000029811,27
0.000029882111,26
0.000030323,26
0.000030394111,25
0.000030573,25
0.000030835,25
0.000030906111,24
0.000031347,24
0.000031418111,23
0.000031859,23
0.000031930111,22
0.000032109,22
0.000032371,22
0.000032442111,21
0.000032769,29
0.000032883,29
0.000033397,29
0.000033468111,28
0.000033539222,27
0.000033647,27
0.000033909,27
0.000033980111,26
0.000034421,26
0.000034492111,25
0.000034933,25
0.000035004111,24
0.000035183,24
0.000035445,24
0.000035516111,23
0.000035957,23
0.000036028111,22
0.000036469,22
0.000036540111,21
0.000036719,21
0.000036981,21
0.000037181,30
0.000037252111,29
0.000037495,29
0.000037566111,28
0.000038007,28
0.000038078111,27
0.000038257,27
0.000038519,27
0.000038590111,26
0.000039031,26
0.000039102111,25
0.000039543,25
0.000039614111,24
0.000039793,24
0.000040055,24
0.000040126111,23
0.000040567,23
0.000040638111,22
0.000040961,29
0.000041079,29
0.000041329,29
0.000041400111,28
0.000041593,28
0.000041664111,27
0.000042105,27
0.000042176111,26
0.000042617,26
0.000042688111,25
0.000042867,25
0.000043129,25
0.000043200111,24
0.000043641,24
