time,demo_network.H_2.gen.Throughput
0.000000001,32
0.000000513,32
0.000001025,32
0.000001537,32
0.000002049,32
0.000002561,32
0.000003073,32
0.000003585,32
0.000004097,32
0.000004609,32
0.000005121,32
0.000005633,32
0.000006145,32
0.000006657,32
0.000007169,32
0.000007681,32
0.000008193,32
0.000008705,32
0.000009217,32
0.000009729,32
0.000010241,32
0.000010753,32
0.000011265,32
0.000011777,32
0.000012289,32
0.000012801,32
0.000013313,32
0.000013825,32
0.000014337,32
0.000014849,32
0.000015361,32
0.000015873,32
0.000016385,32
0.000016897,32
0.000017409,32
0.000017921,32
0.000018433,15.3771
0.00001949848,15.3771
0.00002056396,15.3771
0.00002162944,15.3771
0.00002269492,15.3771
0.0000237604,15.3771
0.00002482588,15.3771
0.00002589136,15.3771
0.00002695684,15.3771
0.00002802232,15.3771
0.0000290878,15.3771
0.00003015328,15.3771
0.00003121876,15.3771
0.00003228424,15.3771
0.00003334972,15.3771
0.0000344152,15.3771
0.00003548068,15.3771
0.00003654616,15.3771
0.00003761164,15.3771
0.00003867712,15.3771
0.0000397426,15.3771
0.00004080808,15.3771
0.00004187356,15.3771
0.00004293904,15.3771
0.00004400452,15.3771
0.00004507,15.3771
0.00004613548,15.3771
0.00004720096,15.3771
0.00004826644,15.3771
0.00004933192,15.3771
0.0000503974,15.3771
0.00005146288,15.3771
0.00005252836,15.3771
0.00005359384,15.3771
0.00005465932,15.3771
0.0000557248,15.3771
0.00005679028,15.3771
0.00005785576,15.3771
0.00005892124,15.3771
0.00005998672,15.3771
0.0000610522,15.3771
0.00006211768,15.3771
0.00006318316,15.3771
0.00006424864,15.3771
0.00006531412,15.3771
0.0000663796,15.3771
0.00006744508,15.3771
0.00006851056,15.3771
0.00006957604,15.3771
0.00007064152,15.3771
0.000071707,15.3771
0.00007277248,15.3771
0.00007383796,15.3771
0.00007490344,15.3771
0.00007596892,15.3771
0.0000770344,15.3771
0.00007809988,15.3771
0.00007916536,15.3771
0.00008023084,15.3771
0.00008129632,15.3771
0.0000823618,15.3771
0.00008342728,15.3771
0.00008449276,15.3771
0.00008555824,15.3771
0.00008662372,15.3771
0.0000876892,15.3771
0.00008875468,15.3771
0.00008982016,15.3771
0.00009088564,15.3771
0.00009195112,15.3771
0.0000930166,15.3771
0.00009408208,15.3771
0.00009514756,15.3771
0.00009621304,15.3771
0.00009727852,15.3771
0.000098344,15.3771
0.00009940948,15.3771
0.00010047496,15.3771
0.00010154044,15.3771
0.00010260592,15.3771
0.0001036714,15.3771
0.00010473688,15.3771
0.00010580236,15.3771
0.00010686784,15.3771
0.00010793332,15.3771
0.0001089988,15.3771
0.00011006428,15.3771
0.00011112976,15.3771
0.00011219524,15.3771
