time,demo_network.SW_2.port[2].vlarb.available credits in vla
0.000000563,32
0.000000791164,31
0.000001075,30
0.000001303164,29
0.000001587,28
0.000001815164,27
0.000002099,26
0.000002099,26
0.000002149,26
0.000002377164,25
0.000002611,25
0.000002661,25
0.000002889164,24
0.000003173,24
0.000003401164,23
0.000003685,23
0.000003913164,22
0.000004097,29
0.000004197,29
0.000004711,29
0.000004939164,28
0.000005167328,27
0.000005223,27
0.000005451164,26
0.000005735,26
0.000005963164,25
0.000006247,25
0.000006475164,24
0.000006759,24
0.000006987164,23
0.000007271,23
0.000007499164,22
0.000007783,22
0.000008011164,21
0.000008193,29
0.000008295,29
0.000008809,29
0.000009037164,28
0.000009265328,27
0.000009321,27
0.000009549164,26
0.000009833,26
0.000010061164,25
0.000010345,25
0.000010573164,24
0.000010595,24
0.000010857,24
0.000011085164,23
0.000011369,23
0.000011597164,22
0.000011881,22
0.000012109164,21
0.000012131,21
0.000012393,21
0.000012593,30
0.000012821164,29
0.000012907,29
0.000013135164,28
0.000013419,28
0.000013647164,27
0.000013669,27
0.000013931,27
0.000014159164,26
0.000014443,26
0.000014671164,25
0.000014955,25
0.000015183164,24
0.000015205,24
0.000015467,24
0.000015695164,23
0.000015979,23
0.000016207164,22
0.000016385,29
0.000016491,29
0.000016741,29
0.000016969164,28
0.000017005,28
0.000017233164,27
0.000017517,27
0.000017745164,26
0.000018029,26
0.000018257164,25
0.000018279,25
0.000018541,25
0.000018769164,24
0.000019053,24
0.000019281164,23
0.000019565,23
0.000019793164,22
0.000019815,22
0.000020077,22
0.000020305164,21
0.000020481,29
0.000020589,29
0.000021103,29
0.000021331164,28
0.000021559328,27
0.000021615,27
0.000021843164,26
0.000022127,26
0.000022355164,25
0.000022639,25
0.000022867164,24
0.000022889,24
0.000023151,24
0.000023379164,23
0.000023663,23
0.000023891164,22
0.000024175,22
0.000024403164,21
0.000024425,21
0.000024687,21
0.000024887,30
0.000025115164,29
0.000025201,29
0.000025429164,28
0.000025713,28
0.000025941164,27
0.000025963,27
0.000026225,27
0.000026453164,26
0.000026737,26
0.000026965164,25
0.000027249,25
0.000027477164,24
0.000027499,24
0.000027761,24
0.000027989164,23
0.000028273,23
0.000028501164,22
0.000028673,29
0.000028785,29
0.000029035,29
0.000029263164,28
0.000029299,28
0.000029527164,27
0.000029811,27
0.000030039164,26
0.000030323,26
0.000030551164,25
0.000030573,25
0.000030835,25
0.000031063164,24
0.000031347,24
0.000031575164,23
0.000031859,23
0.000032087164,22
0.000032109,22
0.000032371,22
0.000032599164,21
0.000032769,29
0.000032883,29
0.000033397,29
0.000033625164,28
