time,demo_network.H_2.obuf.Throughput-obuf
0.000025001,39.3267
0.000050001,30.1517
0.000075001,20.9766
0.000100001,20.9766
0.000125001,20.3213
0.000150001,20.9766
0.000175001,20.3213
0.000200001,19.6659
0.000225001,18.3552
0.000250001,19.6659
0.000275001,19.0106
0.000300001,19.6659
0.000325001,18.3526
0.000350001,20.9766
0.000375001,20.9766
0.000400001,20.3213
0.000425001,20.9766
0.000450001,20.9766
0.000475001,20.9766
0.000500001,20.3213
0.000525001,19.0106
0.000550001,19.0106
0.000575001,19.6659
0.000600001,18.3552
0.000625001,19.6659
0.000650001,19.008
0.000675001,20.9766
0.000700001,20.3213
0.000725001,19.0106
0.000750001,16.3891
0.000775001,16.3891
0.000800001,15.0784
0.000825001,14.423
0.000850001,14.423
0.000875001,13.7677
0.000900001,13.7677
0.000925001,13.1123
0.000950001,13.7677
0.000975001,14.4205
0.001000001,13.7677
0.001025001,14.423
0.001050001,14.423
0.001075001,14.423
0.001100001,14.423
0.001125001,15.0784
0.001150001,15.0784
0.001175001,15.0784
0.001200001,15.0784
0.001225001,15.7338
0.001250001,15.7338
0.001275001,15.7338
0.001300001,16.3866
0.001325001,16.3891
0.001350001,16.3891
0.001375001,16.3891
0.001400001,17.0445
0.001425001,17.0445
0.001450001,17.6998
0.001475001,17.0445
0.001500001,17.6998
0.001525001,17.6998
0.001550001,18.3552
0.001575001,18.3552
0.001600001,18.3552
0.001625001,19.008
0.001650001,19.0106
0.001675001,19.0106
0.001700001,19.6659
0.001725001,19.6659
0.001750001,19.6659
0.001775001,20.3213
0.001800001,20.3213
0.001825001,20.9766
0.001850001,20.3213
0.001875001,20.3213
0.001900001,20.3213
0.001925001,19.0106
0.001950001,18.3526
0.001975001,17.6998
0.002000001,17.0445
0.002025001,16.3891
0.002050001,16.3891
0.002075001,17.0445
0.002100001,16.3891
0.002125001,17.0445
0.002150001,17.0445
0.002175001,17.0445
0.002200001,17.6998
0.002225001,17.6998
0.002250001,18.3552
0.002275001,17.6973
0.002300001,18.3552
0.002325001,19.0106
0.002350001,18.3552
0.002375001,19.0106
0.002400001,19.6659
0.002425001,19.0106
0.002450001,19.6659
0.002475001,20.3213
0.002500001,20.3213
0.002525001,20.3213
0.002550001,20.3213
0.002575001,20.9766
0.002600001,20.9741
0.002625001,19.6659
0.002650001,19.0106
0.002675001,18.3552
0.002700001,17.6998
0.002725001,17.0445
0.002750001,17.0445
0.002775001,16.3891
0.002800001,17.0445
0.002825001,17.0445
0.002850001,17.0445
0.002875001,17.6998
0.002900001,17.6998
0.002925001,17.6973
0.002950001,18.3552
0.002975001,18.3552
0.003000001,18.3552
0.003025001,19.0106
0.003050001,18.3552
0.003075001,19.6659
0.003100001,19.0106
0.003125001,19.6659
0.003150001,20.3213
0.003175001,20.3213
0.003200001,20.3213
0.003225001,20.3213
0.003250001,20.9741
0.003275001,20.3213
0.003300001,20.9766
0.003325001,19.6659
0.003350001,19.0106
0.003375001,17.6998
0.003400001,17.6998
0.003425001,17.0445
0.003450001,16.3891
0.003475001,17.0445
0.003500001,17.0445
0.003525001,17.0445
0.003550001,17.6998
0.003575001,17.6973
0.003600001,17.6998
0.003625001,18.3552
0.003650001,18.3552
0.003675001,18.3552
0.003700001,18.3552
0.003725001,19.0106
0.003750001,19.0106
0.003775001,19.6659
0.003800001,19.6659
0.003825001,19.6659
0.003850001,20.3213
0.003875001,20.3213
0.003900001,20.3187
0.003925001,20.9766
0.003950001,20.9766
0.003975001,21.632
0.004000001,21.632
0.004025001,20.9766
0.004050001,20.3213
0.004075001,19.6659
0.004100001,18.3552
0.004125001,17.6998
0.004150001,17.0445
0.004175001,16.3891
0.004200001,17.0445
0.004225001,16.3866
0.004250001,17.0445
0.004275001,17.0445
0.004300001,17.6998
0.004325001,17.0445
0.004350001,18.3552
0.004375001,17.6998
0.004400001,18.3552
0.004425001,18.3552
0.004450001,18.3552
0.004475001,19.0106
0.004500001,19.0106
0.004525001,19.6659
0.004550001,19.008
0.004575001,20.3213
0.004600001,19.6659
0.004625001,20.3213
