time,demo_network.H_4.gen.Throughput
0.020025,40.0443
0.02005,40.0443
0.020075,39.9295
0.0201,39.9295
0.020125,39.9295
0.02015,39.8296
0.020175,39.9295
0.0202,39.7018
0.020225,39.5468
0.02025,39.5468
0.020275,39.1577
0.0203,38.9251
0.020325,38.9251
0.02035,38.9251
0.020375,38.6685
0.0204,38.0869
0.020425,37.7642
0.02045,37.4217
0.020475,37.0607
0.0205,37.0607
0.020525,36.6825
0.02055,36.2883
0.020575,36.6825
0.0206,36.6825
0.020625,36.6825
0.02065,37.0607
0.020675,36.2883
0.0207,36.6825
0.020725,36.2883
0.02075,35.8793
0.020775,35.8793
0.0208,35.0222
0.020825,34.5766
0.02085,34.1213
0.020875,34.1213
0.0209,33.6575
0.020925,33.1863
0.02095,33.1863
0.020975,32.7089
0.021,32.2265
0.021025,32.2265
0.02105,31.7399
0.021075,30.7586
0.0211,29.7723
0.021125,29.2794
0.02115,28.7877
0.021175,28.7877
0.0212,28.2979
0.021225,28.2979
0.02125,27.3263
0.021275,26.3692
0.0213,25.4303
0.021325,25.4303
0.02135,24.5128
0.021375,24.9687
0.0214,24.5128
0.021425,23.1817
0.02145,23.1817
0.021475,22.7509
0.0215,22.327
0.021525,21.0968
0.02155,19.9307
0.021575,19.5564
0.0216,19.1893
0.021625,19.1893
0.02165,18.4765
0.021675,17.792
0.0217,18.1308
0.021725,18.1308
0.02175,17.792
0.021775,17.792
0.0218,16.5058
0.021825,16.5058
0.02185,16.201
0.021875,15.9027
0.0219,15.9027
0.021925,15.9027
0.02195,15.6109
0.021975,15.3253
0.022,14.7726
0.022025,14.7726
0.02205,14.2438
0.022075,13.7381
0.0221,13.4935
0.022125,13.2543
0.02215,13.0204
0.022175,12.7917
0.0222,12.5681
0.022225,12.5681
0.02225,12.3494
0.022275,12.1355
0.0223,12.1355
0.022325,11.9264
0.02235,11.5219
0.022375,11.3263
0.0224,11.135
0.022425,10.7649
0.02245,10.5859
0.022475,10.4109
0.0225,10.2396
0.022525,10.2396
0.02255,10.2396
0.022575,10.0721
0.0226,9.90818
0.022625,9.90818
0.02265,9.74781
0.022675,9.43738
0.0227,9.43738
0.022725,9.43738
0.02275,9.43738
0.022775,9.59091
0.0228,9.1401
0.022825,8.99619
