time,demo_network.SW_2.port[2].vlarb.StaticFreeCreditsNum in vla
0.000159024999,1
0.000159366332,2
0.000159707665,1
0.000160048998,2
0.000160390331,1
0.000160731664,2
0.000161072997,1
0.00016141433,2
0.000161755663,1
0.000162096996,2
0.000162438329,1
0.000162779662,2
0.000163120995,1
0.000163462328,2
0.000163803661,1
0.000164144994,2
0.000164486327,1
0.00016482766,2
0.000165168993,1
0.000208001,2
0.000208683666,2
0.000209024999,1
0.000209366332,2
0.000209707665,1
0.000210048998,2
0.000210390331,1
0.000210731664,2
0.000211072997,1
0.00021141433,2
0.000211755663,1
0.000212096996,2
0.000212438329,1
0.000212779662,2
0.000213120995,1
0.000213462328,2
0.000213803661,1
0.000214144994,2
0.000214486327,1
0.00021482766,2
0.000215168993,1
0.000215510326,2
0.000258001,1
0.000258683666,1
0.000259024999,2
0.000259366332,1
0.000259707665,2
0.000260048998,1
0.000260390331,2
0.000260731664,1
0.000261072997,2
0.00026141433,1
0.000261755663,2
0.000262096996,1
0.000262438329,2
0.000262779662,1
0.000263120995,2
0.000263462328,1
0.000263803661,2
0.000264144994,1
0.000264486327,2
0.00026482766,1
0.000265168993,2
0.000265510326,1
0.0003093506,2
0.000310033266,2
0.000310374599,1
0.000310715932,2
0.000311057265,1
0.000311398598,2
0.000311739931,1
0.000312081264,2
0.000312422597,1
0.00031276393,2
0.000313105263,1
0.000313446596,2
0.000313787929,1
0.000314129262,2
0.000314470595,1
0.000314811928,2
0.000315153261,1
0.000315494594,2
0.000315835927,1
0.00031617726,2
0.000316518593,1
0.000316859926,2
0.000358601,1
0.000359283666,1
0.000359624999,2
0.000359966332,1
0.000360307665,2
0.000360648998,1
0.000360990331,2
0.000361331664,1
0.000361672997,2
0.00036201433,1
0.000362355663,2
0.000362696996,1
0.000363038329,2
0.000363379662,1
0.000363720995,2
0.000364062328,1
0.000364403661,2
0.000364744994,1
0.000365086327,2
0.00036542766,1
0.000365768993,2
0.000366110326,1
0.000408001,2
0.000408683666,2
0.000409024999,1
0.000409366332,2
0.000409707665,1
0.000410048998,2
0.000410390331,1
0.000410731664,2
0.000411072997,1
0.00041141433,2
0.000411755663,1
0.000412096996,2
0.000412438329,1
0.000412779662,2
0.000413120995,1
0.000413462328,2
0.000413803661,1
0.000414144994,2
0.000414486327,1
0.00041482766,2
0.000415168993,1
0.000415510326,2
0.000458001,1
0.000458683666,1
0.000459024999,2
0.000459366332,1
0.000459707665,2
0.000460048998,1
0.000460390331,2
0.000460731664,1
0.000461072997,2
0.00046141433,1
0.000461755663,2
0.000462096996,1
0.000462438329,2
0.000462779662,1
0.000463120995,2
0.000463462328,1
0.000463803661,2
0.000464144994,1
0.000464486327,2
0.00046482766,1
0.000465168993,2
0.000508001,1
0.000508683666,1
0.000509024999,2
0.000509366332,1
0.000509707665,2
0.000510048998,1
0.000510390331,2
0.000510731664,1
0.000511072997,2
0.00051141433,1
0.000511755663,2
0.000512096996,1
0.000512438329,2
0.000512779662,1
0.000513120995,2
0.000513462328,1
0.000513803661,2
0.000514144994,1
0.000514486327,2
0.00051482766,1
0.000515168993,2
0.000515510326,1
0.000515851659,2
0.000558001,1
0.000558683666,1
0.000559024999,2
0.000559366332,1
0.000559707665,2
0.000560048998,1
0.000560390331,2
0.000560731664,1
0.000561072997,2
0.00056141433,1
0.000561755663,2
0.000562096996,1
0.000562438329,2
0.000562779662,1
0.000563120995,2
0.000563462328,1
0.000563803661,2
0.000564144994,1
0.000564486327,2
0.00056482766,1
0.000565168993,2
0.000608001,1
0.000608683666,1
0.000609024999,2
0.000609366332,1
0.000609707665,2
0.000610048998,1
0.000610390331,2
0.000610731664,1
0.000611072997,2
0.00061141433,1
0.000611755663,2
0.000612096996,1
0.000612438329,2
0.000612779662,1
0.000613120995,2
0.000613462328,1
0.000613803661,2
0.000614144994,1
0.000614486327,2
0.00061482766,1
0.000615168993,2
0.0006587354,1
0.000659418066,1
0.000659759399,2
0.000660100732,1
0.000660442065,2
0.000660783398,1
0.000661124731,2
0.000661466064,1
0.000661807397,2
0.00066214873,1
0.000662490063,2
0.000662831396,1
0.000663172729,2
0.000663514062,1
0.000663855395,2
0.000664196728,1
0.000664538061,2
0.000664879394,1
0.0007094698,2
0.000710152466,2
0.000710493799,1
0.000710835132,2
0.000711176465,1
0.000711517798,2
0.000711859131,1
0.000712200464,2
0.000712541797,1
0.00071288313,2
0.000713224463,1
0.000713565796,2
0.000713907129,1
0.000714248462,2
0.000714589795,1
0.000714931128,2
0.000758001,1
0.000758683666,1
0.000759024999,2
0.000759366332,1
0.000759707665,2
0.000760048998,1
0.000760390331,2
0.000760731664,1
0.000761072997,2
0.00076141433,1
0.000761755663,2
0.000762096996,1
0.000762438329,2
0.000762779662,1
0.000763120995,2
0.0008087354,1
0.000809418066,1
0.000809759399,2
0.000810100732,1
0.000810442065,2
0.000810783398,1
0.000811124731,2
0.000811466064,1
0.000811807397,2
0.00081214873,1
0.000812490063,2
0.000812831396,1
0.000813172729,2
0.000813514062,1
0.000813855395,2
0.0008594698,1
0.000860152466,1
0.000860493799,2
0.000860835132,1
0.000861176465,2
0.000861517798,1
0.000861859131,2
0.000862200464,1
0.000862541797,2
0.00086288313,1
0.000863224463,2
0.000863565796,1
0.000863907129,2
0.000864248462,1
0.0009091738,2
0.000909856466,2
0.000910197799,1
0.000910539132,2
0.000910880465,1
0.000911221798,2
0.000911563131,1
0.000911904464,2
0.000912245797,1
0.00091258713,2
0.000912928463,1
0.000913269796,2
0.000913611129,1
0.000913952462,2
0.000914293795,1
0.000958001,2
0.000958683666,2
0.000959024999,1
0.000959366332,2
0.000959707665,1
0.000960048998,2
0.000960390331,1
0.000960731664,2
0.000961072997,1
0.00096141433,2
0.000961755663,1
0.000962096996,2
0.000962438329,1
0.000962779662,2
0.001008001,1
0.001008683666,1
0.001009024999,2
0.001009366332,1
0.001009707665,2
0.001010048998,1
0.001010390331,2
0.001010731664,1
0.001011072997,2
0.00101141433,1
0.001011755663,2
0.001012096996,1
0.001012438329,2
0.001012779662,1
0.0010587354,2
0.001059418066,2
0.001059759399,1
0.001060100732,2
0.001060442065,1
0.001060783398,2
0.001061124731,1
0.001061466064,2
0.001061807397,1
0.00106214873,2
0.001062490063,1
0.001062831396,2
0.001063172729,1
0.001063514062,2
0.001063855395,1
0.001108001,2
0.001108683666,2
0.001109024999,1
0.001109366332,2
0.001109707665,1
0.001110048998,2
0.001110390331,1
0.001110731664,2
0.001111072997,1
0.00111141433,2
0.001111755663,1
0.001112096996,2
0.001112438329,1
0.001112779662,2
0.001158001,1
0.001158683666,1
0.001159024999,2
0.001159366332,1
0.001159707665,2
0.001160048998,1
0.001160390331,2
0.001160731664,1
0.001161072997,2
0.00116141433,1
0.001161755663,2
0.001162096996,1
0.001162438329,2
0.001162779662,1
0.0012087354,2
0.001209418066,2
0.001209759399,1
0.001210100732,2
0.001210442065,1
0.001210783398,2
0.001211124731,1
0.001211466064,2
0.001211807397,1
0.00121214873,2
0.001212490063,1
0.001212831396,2
0.001213172729,1
0.001213514062,2
0.001213855395,1
0.001258001,2
0.001258683666,2
0.001259024999,1
0.001259366332,2
0.001259707665,1
0.001260048998,2
0.001260390331,1
0.001260731664,2
0.001261072997,1
0.00126141433,2
0.001261755663,1
0.001262096996,2
0.001262438329,1
0.001262779662,2
0.001308001,1
0.001308683666,1
0.001309024999,2
0.001309366332,1
0.001309707665,2
0.001310048998,1
0.001310390331,2
0.001310731664,1
0.001311072997,2
0.00131141433,1
0.001311755663,2
0.001312096996,1
0.001312438329,2
0.001312779662,1
0.0013587354,2
0.001359418066,2
0.001359759399,1
0.001360100732,2
0.001360442065,1
0.001360783398,2
0.001361124731,1
0.001361466064,2
0.001361807397,1
0.00136214873,2
0.001362490063,1
0.001362831396,2
0.001363172729,1
0.001363514062,2
0.001363855395,1
0.001408001,2
0.001408683666,2
0.001409024999,1
0.001409366332,2
0.001409707665,1
0.001410048998,2
0.001410390331,1
0.001410731664,2
0.001411072997,1
0.00141141433,2
0.001411755663,1
0.001412096996,2
0.001412438329,1
0.001412779662,2
0.001458001,1
0.001458683666,1
0.001459024999,2
0.001459366332,1
0.001459707665,2
0.001460048998,1
0.001460390331,2
0.001460731664,1
0.001461072997,2
0.00146141433,1
0.001461755663,2
0.001462096996,1
0.001462438329,2
0.001462779662,1
0.0015087354,2
0.001509418066,2
0.001509759399,1
0.001510100732,2
0.001510442065,1
0.001510783398,2
0.001511124731,1
0.001511466064,2
0.001511807397,1
0.00151214873,2
0.001512490063,1
0.001512831396,2
0.001513172729,1
0.001513514062,2
0.0015580634,1
0.001558746066,1
0.001559087399,2
0.001559428732,1
0.001559770065,2
0.001560111398,1
0.001560452731,2
0.001560794064,1
0.001561135397,2
0.00156147673,1
0.001561818063,2
0.001562159396,1
0.001562500729,2
0.001562842062,1
0.0016087978,2
0.001609480466,2
0.001609821799,1
0.001610163132,2
0.001610504465,1
0.001610845798,2
0.001611187131,1
0.001611528464,2
0.001611869797,1
0.00161221113,2
0.001612552463,1
0.001612893796,2
0.001613235129,1
0.001613576462,2
0.001613917795,1
0.001658001,2
0.001658683666,2
0.001659024999,1
0.001659366332,2
0.001659707665,1
0.001660048998,2
0.001660390331,1
0.001660731664,2
0.001661072997,1
0.00166141433,2
0.001661755663,1
0.001662096996,2
0.001662438329,1
0.001662779662,2
0.001708001,1
0.001708683666,1
0.001709024999,2
0.001709366332,1
0.001709707665,2
0.001710048998,1
0.001710390331,2
0.001710731664,1
0.001711072997,2
0.00171141433,1
0.001711755663,2
0.001712096996,1
0.001712438329,2
0.001712779662,1
0.0017587354,2
0.001759418066,2
0.001759759399,1
0.001760100732,2
0.001760442065,1
0.001760783398,2
0.001761124731,1
0.001761466064,2
0.001761807397,1
0.00176214873,2
0.001762490063,1
0.001762831396,2
0.001763172729,1
0.001763514062,2
0.001763855395,1
0.001808001,2
0.001808683666,2
0.001809024999,1
0.001809366332,2
0.001809707665,1
0.001810048998,2
0.001810390331,1
0.001810731664,2
0.001811072997,1
0.00181141433,2
0.001811755663,1
0.001812096996,2
0.001812438329,1
0.001812779662,2
0.001858001,1
0.001858683666,1
0.001859024999,2
0.001859366332,1
0.001859707665,2
0.001860048998,1
0.001860390331,2
0.001860731664,1
0.001861072997,2
0.00186141433,1
0.001861755663,2
0.001862096996,1
0.001862438329,2
0.001862779662,1
0.0019087354,2
0.001909418066,2
0.001909759399,1
0.001910100732,2
0.001910442065,1
0.001910783398,2
0.001911124731,1
0.001911466064,2
0.001911807397,1
0.00191214873,2
0.001912490063,1
0.001912831396,2
0.001913172729,1
0.001913514062,2
0.001958001,1
0.001958683666,1
0.001959024999,2
0.001959366332,1
0.001959707665,2
0.001960048998,1
0.001960390331,2
0.001960731664,1
0.001961072997,2
0.00196141433,1
0.001961755663,2
0.001962096996,1
0.001962438329,2
0.001962779662,1
0.0020087354,2
0.002009418066,2
0.002009759399,1
0.002010100732,2
0.002010442065,1
0.002010783398,2
0.002011124731,1
0.002011466064,2
0.002011807397,1
0.00201214873,2
0.002012490063,1
0.002012831396,2
0.002013172729,1
0.002013514062,2
0.002013855395,1
0.002058001,2
0.002058683666,2
0.002059024999,1
0.002059366332,2
0.002059707665,1
0.002060048998,2
0.002060390331,1
0.002060731664,2
0.002061072997,1
0.00206141433,2
0.002061755663,1
0.002062096996,2
0.002062438329,1
0.002062779662,2
0.0021086362,1
0.002109318866,1
0.002109660199,2
0.002110001532,1
0.002110342865,2
0.002110684198,1
0.002111025531,2
0.002111366864,1
0.002111708197,2
0.00211204953,1
0.002112390863,2
0.002112732196,1
0.002113073529,2
0.002113414862,1
0.0021593706,2
0.002160053266,2
0.002160394599,1
0.002160735932,2
0.002161077265,1
0.002161418598,2
0.002161759931,1
0.002162101264,2
0.002162442597,1
0.00216278393,2
0.002163125263,1
0.002163466596,2
0.002163807929,1
0.002164149262,2
0.002164490595,1
0.002208001,2
0.002208683666,2
0.002209024999,1
0.002209366332,2
0.002209707665,1
0.002210048998,2
0.002210390331,1
0.002210731664,2
0.002211072997,1
0.00221141433,2
